4.000000000000000000e+01,3.685586214883580070e+00
4.002000000000000313e+01,4.458532981371013726e+00
4.003999999999999915e+01,5.340646416192956991e+00
4.006000000000000227e+01,6.311562747580724775e+00
4.007999999999999829e+01,7.348494422992929209e+00
4.010000000000000142e+01,8.426796168895002381e+00
4.011999999999999744e+01,9.520548366144971908e+00
4.014000000000000057e+01,1.060321147218863302e+01
4.015999999999999659e+01,1.164827745148002158e+01
4.017999999999999972e+01,1.262994700202164111e+01
4.020000000000000284e+01,1.352376915918606315e+01
4.021999999999999886e+01,1.430728397863251189e+01
4.024000000000000199e+01,1.496059179625055791e+01
4.025999999999999801e+01,1.546688556795924541e+01
4.028000000000000114e+01,1.581290153851973912e+01
4.029999999999999716e+01,1.598928519130447157e+01
4.032000000000000028e+01,1.599085854934760675e+01
4.034000000000000341e+01,1.581679990710922468e+01
4.035999999999999943e+01,1.547069851382906691e+01
4.038000000000000256e+01,1.496051020433760748e+01
4.039999999999999858e+01,1.429840082809640300e+01
4.042000000000000171e+01,1.350048319337162539e+01
4.043999999999999773e+01,1.258644958644660150e+01
4.046000000000000085e+01,1.157911106190453587e+01
4.047999999999999687e+01,1.050386489954215996e+01
4.050000000000000000e+01,9.388073554460678594e+00
4.052000000000000313e+01,8.260403568017039788e+00
4.053999999999999915e+01,7.150122854033059916e+00
4.056000000000000227e+01,6.086365327052850382e+00
4.057999999999999829e+01,5.097410220223327570e+00
4.060000000000000142e+01,4.209955092776606733e+00
4.061999999999999744e+01,3.448438950952869675e+00
4.064000000000000057e+01,2.834402343488594767e+00
4.065999999999999659e+01,2.385921672129773352e+00
4.067999999999999972e+01,2.117119770816641822e+00
4.070000000000000284e+01,2.037772661574564381e+00
4.071999999999999886e+01,2.153017723382677495e+00
4.074000000000000199e+01,2.463182776572890198e+00
4.075999999999999801e+01,2.963720769026332746e+00
4.078000000000000114e+01,3.645280902019083946e+00
4.079999999999999716e+01,4.493884496142484863e+00
4.082000000000000028e+01,5.491231311046085750e+00
4.084000000000000341e+01,6.615109684257991951e+00
4.085999999999999943e+01,7.839912639095718561e+00
4.088000000000000256e+01,9.137238839305567240e+00
4.089999999999999858e+01,1.047657728268562316e+01
4.092000000000000171e+01,1.182604235401175963e+01
4.093999999999999773e+01,1.315316132174146269e+01
4.096000000000000085e+01,1.442567539098190998e+01
4.097999999999999687e+01,1.561235159196279731e+01
4.100000000000000000e+01,1.668376857714014250e+01
4.102000000000000313e+01,1.761308346074384446e+01
4.103999999999999915e+01,1.837671474649365422e+01
4.106000000000000227e+01,1.895497804806141318e+01
4.107999999999999829e+01,1.933261857307090281e+01
4.110000000000000142e+01,1.949924319902057590e+01
4.111999999999999744e+01,1.944962301967391483e+01
4.114000000000000057e+01,1.918390219262093410e+01
4.115999999999999659e+01,1.870763593015148984e+01
4.117999999999999972e+01,1.803172388720376773e+01
4.120000000000000284e+01,1.717219170804039408e+01
4.121999999999999886e+01,1.614985806415958081e+01
4.124000000000000199e+01,1.498986048557343587e+01
4.125999999999999801e+01,1.372109206067631959e+01
4.128000000000000114e+01,1.237550765076537118e+01
4.129999999999999716e+01,1.098737601827882848e+01
4.132000000000000028e+01,9.592447458928607062e+00
4.134000000000000341e+01,8.227081823649996295e+00
4.135999999999999943e+01,6.927349373298818946e+00
4.138000000000000256e+01,5.728126103704244798e+00
4.139999999999999858e+01,4.662216890674921288e+00
4.142000000000000171e+01,3.759510678221526625e+00
4.143999999999999773e+01,3.046200968076296256e+00
4.146000000000000085e+01,2.544093408894274155e+00
4.147999999999999687e+01,2.270006520084866253e+00
4.150000000000000000e+01,2.235295052941460803e+00
4.152000000000000313e+01,2.445502955625980857e+00
4.153999999999999915e+01,2.900153645169338823e+00
4.156000000000000227e+01,3.592685647934284354e+00
4.157999999999999829e+01,4.510552524457525081e+00
4.160000000000000142e+01,5.635446417708440237e+00
4.161999999999999744e+01,6.943694504239711129e+00
4.164000000000000057e+01,8.406772437782491281e+00
4.165999999999999659e+01,9.991968909641448349e+00
4.167999999999999972e+01,1.166312260063640238e+01
4.170000000000000284e+01,1.338150160784839038e+01
4.171999999999999886e+01,1.510671778788918651e+01
4.174000000000000199e+01,1.679771568049982378e+01
4.175999999999999801e+01,1.841378935235833580e+01
4.178000000000000114e+01,1.991558924539636166e+01
4.179999999999999716e+01,2.126611926604930858e+01
4.182000000000000028e+01,2.243169017295247158e+01
4.184000000000000341e+01,2.338279788489255395e+01
4.185999999999999943e+01,2.409490850707361886e+01
4.188000000000000256e+01,2.454913509591278853e+01
4.189999999999999858e+01,2.473277503482766093e+01
4.192000000000000171e+01,2.463971748852659260e+01
4.193999999999999773e+01,2.427067146579074830e+01
4.196000000000000085e+01,2.363324710995733113e+01
4.197999999999999687e+01,2.274185590043834537e+01
4.200000000000000000e+01,2.161744734578243055e+01
4.202000000000000313e+01,2.028707441832405323e+01
4.203999999999999915e+01,1.878330445542626137e+01
4.206000000000000227e+01,1.714350129691126767e+01
4.207999999999999829e+01,1.540894604948754676e+01
4.210000000000000142e+01,1.362387827869421564e+01
4.211999999999999744e+01,1.183444404926693316e+01
4.214000000000000057e+01,1.008757180760935057e+01
4.215999999999999659e+01,8.429826649150076179e+00
4.217999999999999972e+01,6.906254524792883487e+00
4.220000000000000284e+01,5.559239840883831718e+00
4.221999999999999886e+01,4.427424240532651822e+00
4.224000000000000199e+01,3.544698814952340182e+00
4.225999999999999801e+01,2.939294467230846308e+00
4.228000000000000114e+01,2.633000824403351370e+00
4.229999999999999716e+01,2.640549089703490004e+00
4.232000000000000028e+01,2.969127567110781740e+00
4.234000000000000341e+01,3.618109976890093726e+00
4.235999999999999943e+01,4.578949622554423726e+00
4.238000000000000256e+01,5.835280770878808809e+00
4.239999999999999858e+01,7.363205960584851439e+00
4.242000000000000171e+01,9.131770906402273624e+00
4.243999999999999773e+01,1.110364455875777701e+01
4.246000000000000085e+01,1.323591498200819139e+01
4.247999999999999687e+01,1.548110318007729447e+01
4.250000000000000000e+01,1.778823959114788877e+01
4.252000000000000313e+01,2.010408241223461800e+01
4.253999999999999915e+01,2.237439552748660532e+01
4.256000000000000227e+01,2.454527600328946590e+01
4.257999999999999829e+01,2.656448735809536998e+01
4.260000000000000142e+01,2.838277714514252636e+01
4.261999999999999744e+01,2.995513399837388135e+01
4.264000000000000057e+01,3.124197489638545022e+01
4.265999999999999659e+01,3.221019074924791425e+01
4.267999999999999972e+01,3.283409382040122892e+01
4.270000000000000284e+01,3.309613043031712465e+01
4.271999999999999886e+01,3.298748503799897946e+01
4.274000000000000199e+01,3.250839664322499090e+01
4.275999999999999801e+01,3.166833667024835108e+01
4.278000000000000114e+01,3.048590955393902391e+01
4.279999999999999716e+01,2.898852484215228742e+01
4.282000000000000028e+01,2.721190949392179448e+01
4.284000000000000341e+01,2.519932292735077795e+01
4.285999999999999943e+01,2.300064225027417564e+01
4.288000000000000256e+01,2.067123926095461428e+01
4.289999999999999858e+01,1.827070859249628398e+01
4.292000000000000171e+01,1.586147070941877324e+01
4.293999999999999773e+01,1.350729019356734817e+01
4.296000000000000085e+01,1.127173092012785105e+01
4.297999999999999687e+01,9.216588375929699595e+00
4.300000000000000000e+01,7.400343043555962730e+00
4.302000000000000313e+01,5.876665035805895165e+00
4.303999999999999915e+01,4.693018531843540231e+00
