4.000000000000000000e+01,5.936034899849367719e+00
4.002000000000000313e+01,5.734146901340226421e+00
4.003999999999999915e+01,5.540039048681245859e+00
4.006000000000000227e+01,5.358593731199906784e+00
4.007999999999999829e+01,5.194490129327610006e+00
4.010000000000000142e+01,5.052102755284693991e+00
4.011999999999999744e+01,4.935395452890584345e+00
4.014000000000000057e+01,4.847835112043629380e+00
4.015999999999999659e+01,4.792304122851690273e+00
4.017999999999999972e+01,4.771033892992800673e+00
4.020000000000000284e+01,4.785538728233350803e+00
4.021999999999999886e+01,4.836579655245685672e+00
4.024000000000000199e+01,4.924134631773323001e+00
4.025999999999999801e+01,5.047388479658246219e+00
4.028000000000000114e+01,5.204735231029378184e+00
4.029999999999999716e+01,5.393803251264924548e+00
4.032000000000000028e+01,5.611496514194182161e+00
4.034000000000000341e+01,5.854052177742467222e+00
4.035999999999999943e+01,6.117106693148568475e+00
4.038000000000000256e+01,6.395791148676639892e+00
4.039999999999999858e+01,6.684822258613021262e+00
4.042000000000000171e+01,6.978612784698685623e+00
4.043999999999999773e+01,7.271392037116971352e+00
4.046000000000000085e+01,7.557325783811129405e+00
4.047999999999999687e+01,7.830642107463807733e+00
4.050000000000000000e+01,8.085760839640114384e+00
4.052000000000000313e+01,8.317415786443413950e+00
4.053999999999999915e+01,8.520775010206591560e+00
4.056000000000000227e+01,8.691553514961499971e+00
4.057999999999999829e+01,8.826115649612093605e+00
4.060000000000000142e+01,8.921561327347129478e+00
4.061999999999999744e+01,8.975807285568150107e+00
4.064000000000000057e+01,8.987637329884689663e+00
4.065999999999999659e+01,8.956749839918066058e+00
4.067999999999999972e+01,8.883774333048318539e+00
4.070000000000000284e+01,8.770275268721551498e+00
4.071999999999999886e+01,8.618731519841579924e+00
4.074000000000000199e+01,8.432497750671016590e+00
4.075999999999999801e+01,8.215746688195146419e+00
4.078000000000000114e+01,7.973390171268498250e+00
4.079999999999999716e+01,7.710985706503208803e+00
4.082000000000000028e+01,7.434623856835512079e+00
4.084000000000000341e+01,7.150807860767198321e+00
4.085999999999999943e+01,6.866316809432142954e+00
4.088000000000000256e+01,6.588063198242315011e+00
4.089999999999999858e+01,6.322943286596359513e+00
4.092000000000000171e+01,6.077693058183775143e+00
4.093999999999999773e+01,5.858728394728665911e+00
4.096000000000000085e+01,5.672013195315422251e+00
4.097999999999999687e+01,5.522909055033968784e+00
4.100000000000000000e+01,5.416061549434094680e+00
4.102000000000000313e+01,5.355275119734844935e+00
4.103999999999999915e+01,5.343425751077990782e+00
4.106000000000000227e+01,5.382376377667693390e+00
4.107999999999999829e+01,5.472920762524267069e+00
4.110000000000000142e+01,5.614751554747462237e+00
4.111999999999999744e+01,5.806443558525236526e+00
4.114000000000000057e+01,6.045466581403884376e+00
4.115999999999999659e+01,6.328222588262683246e+00
4.117999999999999972e+01,6.650101764398204551e+00
4.120000000000000284e+01,7.005571043358444605e+00
4.121999999999999886e+01,7.388273935931103154e+00
4.124000000000000199e+01,7.791155662383866698e+00
4.125999999999999801e+01,8.206599822003882494e+00
4.128000000000000114e+01,8.626590959784724788e+00
4.129999999999999716e+01,9.042877926352780094e+00
4.132000000000000028e+01,9.447147301448262979e+00
