freq,eps.real,eps.imag,sig.real,sig.imag
1.6205035971223022e12,-107834.42944200711,428868.2450986224,38662797.61958828,9721445.764255546
1.6208033573141487e12,-107832.05699328771,428779.4942400011,38661947.01320431,9723030.116297474
1.621103117505995e12,-107829.68421017168,428690.7748740183,38661096.28692737,9724614.359055966
1.6214028776978416e12,-107827.31109270998,428602.0869834099,38660245.440775745,9726198.492518887
1.6217026378896882e12,-107824.9376409536,428513.4305509247,38659394.47476773,9727782.516674113
1.6220023980815347e12,-107822.56385495373,428424.8055593245,38658543.38892163,9729366.431509534
1.622302158273381e12,-107820.18973476131,428336.21199138364,38657692.18325575,9730950.237013027
1.6226019184652278e12,-107817.81528042743,428247.64982988907,38656840.857788384,9732533.93317249
1.6229016786570742e12,-107815.44049200317,428159.1190576409,38655989.41253786,9734117.519975813
1.6232014388489207e12,-107813.06536953954,428070.6196574516,38655137.847522475,9735700.997410893
1.623501199040767e12,-107810.68991308767,427982.15161214635,38654286.162760526,9737284.36546563
1.6238009592326138e12,-107808.31412269852,427893.7149045631,38653434.35827032,9738867.62412792
1.6241007194244604e12,-107805.93799842328,427805.3095175527,38652582.43407021,9740450.773385692
1.624400479616307e12,-107803.561540313,427716.9354339785,38651730.39017846,9742033.813226841
1.6247002398081533e12,-107801.18474841873,427628.5926367164,38650878.2266134,9743616.743639287
1.625e12,-107798.80762279154,427540.2811086549,38650025.943393365,9745199.56461095
1.6252997601918464e12,-107796.43016348254,427452.00083269546,38649173.540536635,9746782.276129749
1.6255995203836929e12,-107794.05237054285,427363.751791752,38648321.018061556,9748364.87818362
1.6258992805755396e12,-107791.6742440235,427275.5339687509,38647468.37598643,9749947.370760484
1.626199040767386e12,-107789.29578397563,427187.3473466315,38646615.61432959,9751529.753848279
1.6264988009592324e12,-107786.91699045032,427099.1919083454,38645762.733109355,9753112.027434945
1.6267985611510789e12,-107784.53786349871,427011.0676368569,38644909.73234404,9754694.191508424
1.6270983213429255e12,-107782.15840317187,426922.9745151428,38644056.61205198,9756276.246056657
1.627398081534772e12,-107779.77860952094,426834.91252619267,38643203.37225148,9757858.191067597
1.6276978417266187e12,-107777.39848259701,426746.88165300846,38642350.0129609,9759440.026529195
1.6279976019184653e12,-107775.01802245126,426658.8818786046,38641496.53419856,9761021.752429415
1.6282973621103118e12,-107772.63722913475,426570.9131860082,38640642.93598277,9762603.368756207
1.6285971223021582e12,-107770.25610269858,426482.9755582587,38639789.21833187,9764184.875497537
1.6288968824940046e12,-107767.87464319394,426395.0689784081,38638935.38126418,9765766.272641374
1.6291966426858513e12,-107765.49285067196,426307.19342952105,38638081.42479806,9767347.560175695
1.6294964028776978e12,-107763.11072518375,426219.34889467456,38637227.348951824,9768928.73808847
1.6297961630695442e12,-107760.72826678048,426131.535356958,38636373.15374382,9770509.80636768
1.6300959232613909e12,-107758.34547551327,426043.7527994733,38635518.839192376,9772090.765001306
1.6303956834532373e12,-107755.96235143332,425956.0012053348,38634664.40531583,9773671.613977343
1.6306954436450837e12,-107753.57889459169,425868.2805576694,38633809.85213253,9775252.353283763
1.6309952038369302e12,-107751.19510503962,425780.5908396162,38632955.17966081,9776832.98290858
1.6312949640287769e12,-107748.81098282823,425692.93203432683,38632100.38791902,9778413.502839783
1.6315947242206233e12,-107746.42652800865,425605.30412496533,38631245.4769255,9779993.91306537
1.63189448441247e12,-107744.04174063214,425517.7070947081,38630390.4466986,9781574.213573355
1.6321942446043164e12,-107741.6566207498,425430.140926744,38629535.29725664,9783154.40435174
1.632494004796163e12,-107739.27116841282,425342.60560427385,38628680.02861801,9784734.485388543
1.6327937649880095e12,-107736.88538367239,425255.10111051146,38627824.64080102,9786314.456671776
1.633093525179856e12,-107734.49926657963,425167.6274286825,38626969.13382405,9787894.31818946
1.6333932853717026e12,-107732.11281718581,425080.1845420251,38626113.50770543,9789474.069929624
1.633693045563549e12,-107729.72603554204,424992.77243378974,38625257.76246352,9791053.711880285
1.6339928057553955e12,-107727.33892169959,424905.3910872392,38624401.89811666,9792633.244029487
1.634292565947242e12,-107724.95147570962,424818.0404856487,38623545.914683245,9794212.666365258
1.6345923261390886e12,-107722.56369762325,424730.7206123052,38622689.81218159,9795791.978875635
1.634892086330935e12,-107720.17558749183,424643.4314505087,38621833.59063008,9797371.181548672
1.6351918465227815e12,-107717.78714536647,424556.1729835709,38620977.25004704,9798950.2743724
1.6354916067146282e12,-107715.39837129842,424468.9451948159,38620120.790450886,9800529.257334888
1.6357913669064749e12,-107713.00926533886,424381.74806758016,38619264.21185993,9802108.130424172
1.6360911270983213e12,-107710.61982753899,424294.58158521226,38618407.51429255,9803686.893628314
1.6363908872901677e12,-107708.23005795007,424207.4457310728,38617550.69776711,9805265.54693538
1.6366906474820144e12,-107705.83995662331,424120.34048853506,38616693.76230198,9806844.090333434
1.6369904076738608e12,-107703.44952360996,424033.2658409841,38615836.70791553,9808422.523810545
1.6372901678657073e12,-107701.05875896118,423946.2217718173,38614979.534626104,9810000.847354777
1.637589928057554e12,-107698.66766272832,423859.2082644442,38614122.24245209,9811579.060954224
1.6378896882494004e12,-107696.27623496251,423772.2253022866,38613264.831411876,9813157.164596952
1.6381894484412468e12,-107693.88447571505,423685.2728687784,38612407.301523805,9814735.15827105
1.6384892086330933e12,-107691.49238503716,423598.3509473654,38611549.65280626,9816313.041964604
1.63878896882494e12,-107689.09996298011,423511.4595215058,38610691.88527761,9817890.815665707
1.6390887290167864e12,-107686.70720959512,423424.5985746699,38609833.99895624,9819468.47936245
1.639388489208633e12,-107684.31412493346,423337.76809033996,38608975.99386053,9821046.033042941
1.6396882494004795e12,-107681.9207090464,423250.9680520106,38608117.87000884,9822623.476695273
1.6399880095923262e12,-107679.52696198516,423164.1984431879,38607259.62741955,9824200.810307553
1.6402877697841726e12,-107677.13288380108,423077.459247391,38606401.266111076,9825778.033867897
1.640587529976019e12,-107674.73847454537,422990.75044815015,38605542.78610175,9827355.147364413
1.6408872901678657e12,-107672.34373426934,422904.0720290081,38604684.18741,9828932.150785226
1.6411870503597122e12,-107669.94866302419,422817.4239735197,38603825.47005417,9830509.044118444
1.6414868105515586e12,-107667.5532608613,422730.80626525165,38602966.63405268,9832085.827352207
1.641786570743405e12,-107665.1575278319,422644.2188877827,38602107.67942388,9833662.500474634
1.6420863309352517e12,-107662.76146398729,422557.6618247036,38601248.606186196,9835239.06347386
1.6423860911270981e12,-107660.36506937872,422471.13505961717,38600389.41435799,9836815.51633802
1.6426858513189446e12,-107657.96834405755,422384.6385761383,38599530.10395768,9838391.859055258
1.6429856115107913e12,-107655.57128807508,422298.17235789343,38598670.67500364,9839968.091613721
1.643285371702638e12,-107653.17390148253,422211.73638852144,38597811.127514265,9841544.214001544
1.6435851318944844e12,-107650.7761843313,422125.3306516729,38596951.461507946,9843120.22620689
1.6438848920863308e12,-107648.37813667259,422038.9551310104,38596091.67700308,9844696.1282179
1.6441846522781775e12,-107645.97975855782,421952.6098102084,38595231.77401807,9846271.92002275
1.644484412470024e12,-107643.58105003822,421866.2946729533,38594371.7525713,9847847.601609588
1.6447841726618704e12,-107641.18201116518,421780.0097029435,38593511.61268119,9849423.17296659
1.645083932853717e12,-107638.78264198995,421693.7548838891,38592651.354366116,9850998.63408192
1.6453836930455635e12,-107636.38294256388,421607.53019951243,38591790.97764451,9852573.984943755
1.64568345323741e12,-107633.98291293833,421521.3356335473,38590930.482534744,9854149.225540265
1.6459832134292563e12,-107631.58255316461,421435.1711697395,38590069.86905525,9855724.355859643
1.646282973621103e12,-107629.18186329404,421349.03679184674,38589209.137224406,9857299.375890067
1.6465827338129495e12,-107626.78084337803,421262.9324836387,38588348.28706064,9858874.285619728
1.646882494004796e12,-107624.3794934678,421176.8582288966,38587487.318582356,9860449.08503681
1.6471822541966426e12,-107621.97781361487,421090.8140114139,38586626.23180798,9862023.774129529
1.6474820143884893e12,-107619.57580387038,421004.7998149951,38585765.02675588,9863598.35288606
1.6477817745803357e12,-107617.17346428582,420918.8156234573,38584903.703444496,9865172.821294624
1.6480815347721821e12,-107614.77079491252,420832.86142062914,38584042.26189224,9866747.17934342
1.6483812949640288e12,-107612.3677958018,420746.9371903507,38583180.70211751,9868321.42702066
1.6486810551558752e12,-107609.96446700509,420661.0429164744,38582319.02413874,9869895.564314563
1.6489808153477217e12,-107607.56080857369,420575.178582864,38581457.22797435,9871469.591213342
1.649280575539568e12,-107605.15682055904,420489.344173395,38580595.31364275,9873043.507705228
1.6495803357314148e12,-107602.75250301245,420403.5396719548,38579733.281162344,9874617.313778438
1.6498800959232612e12,-107600.3478559853,420317.76506244263,38578871.13055157,9876191.009421201
1.6501798561151077e12,-107597.94287952902,420232.02032876917,38578008.86182884,9877764.594621755
1.6504796163069543e12,-107595.53757369502,420146.30545485695,38577146.4750126,9879338.069368346
1.6507793764988008e12,-107593.13193853457,420060.6204246401,38576283.97012125,9880911.4336492
1.6510791366906475e12,-107590.72597409913,419974.96522206446,38575421.34717323,9882484.687452566
1.651378896882494e12,-107588.3196804401,419889.33983108774,38574558.60618696,9884057.830766695
1.6516786570743406e12,-107585.91305760886,419803.7442356788,38573695.74718086,9885630.86357984
1.651978417266187e12,-107583.50610565681,419718.1784198188,38572832.77017335,9887203.785880247
1.6522781774580334e12,-107581.09882463537,419632.64236750006,38571969.675182894,9888776.59765619
1.6525779376498801e12,-107578.69121459592,419547.13606272667,38571106.462227896,9890349.298895925
1.6528776978417266e12,-107576.2832755899,419461.6594895145,38570243.1313268,9891921.889587719
1.653177458033573e12,-107573.87500766876,419376.2126318909,38569379.68249806,9893494.36971985
1.6534772182254194e12,-107571.46641088382,419290.79547389457,38568516.115760066,9895066.73928058
1.653776978417266e12,-107569.05748528655,419205.40799957607,38567652.43113128,9896638.998258198
1.6540767386091125e12,-107566.64823092843,419120.0501929977,38566788.62863015,9898211.146640984
1.654376498800959e12,-107564.23864786078,419034.72203823284,38565924.70827509,9899783.184417218
1.6546762589928057e12,-107561.82873613515,418949.423519367,38565060.670084566,9901355.111575201
1.6549760191846523e12,-107559.41849580286,418864.1546204966,38564196.514077,9902926.928103212
1.6552757793764988e12,-107557.00792691545,418778.91532573017,38563332.24027084,9904498.633989561
1.6555755395683452e12,-107554.5970295243,418693.7056191874,38562467.84868451,9906070.22922254
1.655875299760192e12,-107552.18580368081,418608.5254849996,38561603.33933649,9907641.713790454
1.6561750599520383e12,-107549.77424943655,418523.37490730966,38560738.71224522,9909213.087681621
1.6564748201438848e12,-107547.36236684289,418438.2538702719,38559873.96742913,9910784.350884343
1.6567745803357312e12,-107544.9501559513,418353.162358052,38559009.10490667,9912355.503386937
1.657074340527578e12,-107542.53761681325,418268.10035482724,38558144.12469631,9913926.545177728
1.6573741007194243e12,-107540.1247494802,418183.0678447864,38557279.026816465,9915497.476245036
1.6576738609112708e12,-107537.7115540036,418098.06481212977,38556413.81128564,9917068.29657719
1.6579736211031174e12,-107535.29803043499,418013.09124106885,38555548.47812225,9918639.00616252
1.6582733812949639e12,-107532.88417882571,417928.14711582655,38554683.02734475,9920209.604989357
1.6585731414868103e12,-107530.46999922734,417843.2324206375,38553817.4589716,9921780.093046041
1.658872901678657e12,-107528.0554916913,417758.3471397475,38552951.77302126,9923350.470320914
1.6591726618705037e12,-107525.64065626913,417673.4912574139,38552085.9695122,9924920.73680233
1.65947242206235e12,-107523.22549301226,417588.66475790524,38551220.04846286,9926490.892478624
1.6597721822541965e12,-107520.8100019722,417503.8676255016,38550354.00989172,9928060.93733816
1.6600719424460432e12,-107518.39418320045,417419.0998444943,38549487.85381721,9929630.871369291
1.6603717026378896e12,-107515.9780367485,417334.3613991863,38548621.58025782,9931200.694560373
1.660671462829736e12,-107513.56156266786,417249.65227389155,38547755.189232014,9932770.406899784
1.6609712230215825e12,-107511.14476101004,417164.97245293553,38546888.680758245,9934340.008375881
1.6612709832134292e12,-107508.72763182648,417080.3219206549,38546022.05485499,9935909.498977039
1.6615707434052756e12,-107506.31017516878,416995.700661398,38545155.311540715,9937478.878691634
1.661870503597122e12,-107503.8923910884,416911.108659524,38544288.45083388,9939048.147508046
1.6621702637889685e12,-107501.47427963691,416826.5458994037,38543421.47275297,9940617.305414662
1.6624700239808152e12,-107499.05584086574,416742.0123654189,38542554.377316445,9942186.352399861
1.6627697841726619e12,-107496.63707482645,416657.508041963,38541687.16454278,9943755.288452037
1.6630695443645083e12,-107494.21798157057,416573.0329134404,38540819.834450446,9945324.113559587
1.663369304556355e12,-107491.79856114963,416488.5869642669,38539952.38705792,9946892.827710902
1.6636690647482014e12,-107489.3788136152,416404.1701788697,38539084.822383694,9948461.430894395
1.6639688249400479e12,-107486.95873901875,416319.7825416867,38538217.14044621,9950029.923098462
1.6642685851318943e12,-107484.53833741185,416235.4240371677,38537349.34126399,9951598.304311518
1.664568345323741e12,-107482.11760884606,416151.09464977315,38536481.42485548,9953166.574521976
1.6648681055155874e12,-107479.69655337288,416066.794363975,38535613.39123916,9954734.733718244
1.6651678657074338e12,-107477.2751710439,415982.52316425636,38534745.24043354,9956302.781888757
1.6654676258992805e12,-107474.8534619107,415898.28103511146,38533876.97245708,9957870.719021935
1.665767386091127e12,-107472.43142602473,415814.0679610459,38533008.587328285,9959438.545106199
1.6660671462829734e12,-107470.00906343765,415729.88392657606,38532140.08506562,9961006.260129986
1.66636690647482e12,-107467.58637420097,415645.7289162297,38531271.46568757,9962573.864081731
1.6666666666666667e12,-107465.16335836628,415561.60291454586,38530402.72921266,9964141.356949877
1.6669664268585132e12,-107462.74001598514,415477.5059060745,38529533.87565932,9965708.738722859
1.6672661870503596e12,-107460.31634710911,415393.43787537684,38528664.90504608,9967276.00938913
1.6675659472422063e12,-107457.8923517898,415309.398807025,38527795.81739143,9968843.168937145
1.6678657074340527e12,-107455.46803007871,415225.3886856025,38526926.61271386,9970410.217355344
1.6681654676258992e12,-107453.04338202752,415141.40749570384,38526057.29103186,9971977.1546322
1.6684652278177456e12,-107450.6184076878,415057.45522193454,38525187.85236392,9973543.980756167
1.6687649880095923e12,-107448.19310711106,414973.5318489111,38524318.296728544,9975110.69571571
1.6690647482014387e12,-107445.76748034896,414889.6373612613,38523448.624144234,9976677.299499305
1.6693645083932852e12,-107443.34152745309,414805.7717436239,38522578.83462947,9978243.792095419
1.6696642685851316e12,-107440.91524847505,414721.93498064874,38521708.92820277,9979810.173492532
1.6699640287769783e12,-107438.48864346642,414638.1270569965,38520838.90488263,9981376.443679126
1.6702637889688247e12,-107436.06171247878,414554.34795733925,38519968.76468757,9982942.602643678
1.6705635491606714e12,-107433.6344555638,414470.59766635956,38519098.507636055,9984508.650374684
1.670863309352518e12,-107431.20687277307,414386.87616875145,38518228.13374661,9986074.586860633
1.6711630695443645e12,-107428.77896415818,414303.18344921985,38517357.643037744,9987640.41209002
1.671462829736211e12,-107426.35072977077,414219.5194924805,38516487.03552795,9989206.126051342
1.6717625899280574e12,-107423.92216966243,414135.8842832603,38515616.31123575,9990771.728733104
1.672062350119904e12,-107421.49328388485,414052.2778062969,38514745.47017965,9992337.220123818
1.6723621103117505e12,-107419.06407248964,413968.70004633925,38513874.51237816,9993902.600211991
1.672661870503597e12,-107416.63453552833,413885.1509881468,38513003.43784979,9995467.868986132
1.6729616306954436e12,-107414.2046730527,413801.63061649044,38512132.24661306,9997033.026434768
1.67326139088729e12,-107411.77448511429,413718.1389161514,38511260.93868646,9998598.072546411
1.6735611510791365e12,-107409.3439717648,413634.67587192246,38510389.51408854,10000163.007309597
1.673860911270983e12,-107406.91313305582,413551.2414686068,38509517.97283779,10001727.830712847
1.6741606714628296e12,-107404.48196903903,413467.83569101867,38508646.314952746,10003292.542744702
1.6744604316546763e12,-107402.05047976608,413384.45852398325,38507774.54045191,10004857.143393692
1.6747601918465227e12,-107399.61866528861,413301.1099523367,38506902.649353795,10006421.632648356
1.6750599520383694e12,-107397.1865256583,413217.78996092576,38506030.64167696,10007986.01049725
1.6753597122302158e12,-107394.75406092679,413134.4985346083,38505158.51743989,10009550.27692891
1.6756594724220623e12,-107392.32127114573,413051.2356582528,38504286.27666111,10011114.43193189
1.6759592326139087e12,-107389.8881563668,412968.0013167387,38503413.919359155,10012678.475494746
1.6762589928057554e12,-107387.45471664167,412884.79549495643,38502541.445552565,10014242.407606041
1.6765587529976018e12,-107385.02095202204,412801.61817780696,38501668.855259836,10015806.228254337
1.6768585131894482e12,-107382.58686255955,412718.4693502021,38500796.14849951,10017369.937428197
1.6771582733812947e12,-107380.15244830595,412635.34899706487,38499923.32529014,10018933.535116201
1.6774580335731414e12,-107377.71770931281,412552.25710332836,38499050.38565022,10020497.021306913
1.6777577937649878e12,-107375.28264563187,412469.193653937,38498177.329598285,10022060.39598891
1.6780575539568345e12,-107372.84725731485,412386.15863384586,38497304.15715289,10023623.659150787
1.6783573141486812e12,-107370.41154441336,412303.1520280206,38496430.86833254,10025186.810781112
1.6786570743405276e12,-107367.97550697919,412220.173821438,38495557.4631558,10026749.850868486
1.678956834532374e12,-107365.53914506399,412137.22399908514,38494683.94164118,10028312.7794015
1.6792565947242205e12,-107363.10245871947,412054.3025459601,38493810.30380723,10029875.596368749
1.6795563549160671e12,-107360.66544799732,411971.40944707167,38492936.54967249,10031438.301758835
1.6798561151079136e12,-107358.22811294928,411888.5446874392,38492062.67925548,10033000.89556036
1.68015587529976e12,-107355.79045362699,411805.70825209294,38491188.69257476,10034563.377761928
1.6804556354916067e12,-107353.35247008233,411722.9001260738,38490314.58964889,10036125.748352172
1.6807553956834531e12,-107350.91416236683,411640.1202944331,38489440.370496355,10037688.00731968
1.6810551558752996e12,-107348.47553053226,411557.3687422332,38488566.03513575,10039250.154653084
1.681354916067146e12,-107346.03657463042,411474.64545454696,38487691.5835856,10040812.190341005
1.6816546762589927e12,-107343.59729471296,411391.9504164579,38486817.015864454,10042374.114372073
1.681954436450839e12,-107341.15769083166,411309.28361306014,38485942.33199086,10043935.926734919
1.6822541966426858e12,-107338.71776303819,411226.64502945857,38485067.53198337,10045497.627418168
1.6825539568345325e12,-107336.27751138438,411144.03465076856,38484192.615860514,10047059.216410471
1.682853717026379e12,-107333.83693592189,411061.45246211626,38483317.58364087,10048620.693700459
1.6831534772182253e12,-107331.3960367025,410978.89844863827,38482442.43534297,10050182.05927678
1.6834532374100718e12,-107328.95481377795,410896.37259548187,38481567.170985386,10051743.313128088
1.6837529976019185e12,-107326.51326719997,410813.87488780485,38480691.79058665,10053304.455243032
1.684052757793765e12,-107324.07139702037,410731.40531077574,38479816.294165336,10054865.48561027
1.6843525179856113e12,-107321.62920329084,410648.96384957345,38478940.68173998,10056426.404218461
1.6846522781774578e12,-107319.18668606321,410566.5504893877,38478064.95332915,10057987.211056273
1.6849520383693044e12,-107316.74384538914,410484.16521541827,38477189.10895141,10059547.90611237
1.685251798561151e12,-107314.30068132048,410401.8080128762,38476313.14862532,10061108.489375424
1.6855515587529973e12,-107311.85719390893,410319.47886698245,38475437.072369434,10062668.960834108
1.685851318944844e12,-107309.41338320635,410237.1777629688,38474560.88020232,10064229.32047711
1.6861510791366907e12,-107306.96924926445,410154.9046860775,38473684.57214254,10065789.568293106
1.686450839328537e12,-107304.52479213501,410072.6596215611,38472808.14820863,10067349.70427078
1.6867505995203835e12,-107302.08001186984,409990.44255468313,38471931.6084192,10068909.728398828
1.6870503597122302e12,-107299.63490852072,409908.25347071706,38471054.95279279,10070469.640665947
1.6873501199040767e12,-107297.18948213944,409826.0923549472,38470178.18134799,10072029.44106083
1.687649880095923e12,-107294.74373277774,409743.9591926682,38469301.29410333,10073589.129572174
1.6879496402877698e12,-107292.2976604875,409661.853969185,38468424.29107742,10075148.7061887
1.6882494004796162e12,-107289.85126532042,409579.7766698134,38467547.172288805,10076708.170899097
1.6885491606714626e12,-107287.40454732838,409497.7272798793,38466669.93775608,10078267.523692092
1.688848920863309e12,-107284.95750656312,409415.70578471903,38465792.58749778,10079826.764556395
1.6891486810551558e12,-107282.51014307648,409333.7121696796,38464915.121532515,10081385.893480731
1.6894484412470022e12,-107280.06245692029,409251.7464201182,38464037.539878845,10082944.910453822
1.6897482014388489e12,-107277.61444814636,409169.8085214026,38463159.84255537,10084503.815464402
1.6900479616306956e12,-107275.1661168064,409087.8984589106,38462282.02958062,10086062.608501188
1.690347721822542e12,-107272.71746295237,409006.0162180308,38461404.10097322,10087621.289552929
1.6906474820143884e12,-107270.26848663602,408924.16178416216,38460526.05675172,10089179.858608358
1.6909472422062349e12,-107267.81918790919,408842.3351427137,38459647.896934725,10090738.31565622
1.6912470023980815e12,-107265.3695668237,408760.5362791048,38458769.621540785,10092296.660685262
1.691546762589928e12,-107262.91962343137,408678.76517876564,38457891.230588496,10093854.893684227
1.6918465227817744e12,-107260.4693577841,408597.0218271364,38457012.72409648,10095413.014641885
1.6921462829736208e12,-107258.01876993364,408515.3062096676,38456134.10208327,10096971.023546979
1.6924460431654675e12,-107255.56785993188,408433.61831181997,38455255.36456749,10098528.920388281
1.692745803357314e12,-107253.11662783066,408351.9581190648,38454376.51156769,10100086.705154547
1.6930455635491604e12,-107250.66507368177,408270.3256168835,38453497.54310249,10101644.377834551
1.693345323741007e12,-107248.21319753713,408188.720790768,38452618.459190466,10103201.938417068
1.6936450839328535e12,-107245.76099944855,408107.14362622023,38451739.25985021,10104759.386890868
1.6939448441247002e12,-107243.30847946793,408025.59410875256,38450859.94510033,10106316.723244742
1.6942446043165466e12,-107240.85563764712,407944.07222388766,38449980.5149594,10107873.947467467
1.6945443645083933e12,-107238.40247403791,407862.57795715815,38449100.969446,10109431.059547827
1.6948441247002397e12,-107235.94898869227,407781.1112941075,38448221.308578774,10110988.059474623
1.6951438848920862e12,-107233.49518166197,407699.6722202887,38447341.532376274,10112544.947236642
1.6954436450839329e12,-107231.04105299896,407618.26072126545,38446461.64085711,10114101.72282269
1.6957434052757793e12,-107228.58660275508,407536.8767826116,38445581.634039894,10115658.386221569
1.6960431654676257e12,-107226.13183098218,407455.52038991114,38444701.511943206,10117214.937422076
1.6963429256594722e12,-107223.6767377322,407374.19152875815,38443821.274585664,10118771.376413036
1.6966426858513188e12,-107221.22132305693,407292.89018475695,38442940.92198585,10120327.70318325
1.6969424460431653e12,-107218.76558700838,407211.61634352244,38442060.4541624,10121883.917721549
1.6972422062350117e12,-107216.30952963837,407130.3699906791,38441179.87113388,10123440.020016745
1.6975419664268584e12,-107213.85315099875,407049.1511118618,38440299.17291891,10124996.010057662
1.697841726618705e12,-107211.39645114151,406967.9596927158,38439418.35953611,10126551.887833143
1.6981414868105515e12,-107208.93943011845,406886.7957188962,38438537.431004055,10128107.653331999
1.698441247002398e12,-107206.48208798157,406805.6591760685,38437656.387341395,10129663.306543086
1.6987410071942446e12,-107204.02442478272,406724.55004990794,38436775.22856671,10131218.847455235
1.699040767386091e12,-107201.56644057379,406643.4683261004,38435893.95469862,10132774.276057292
1.6993405275779375e12,-107199.10813540673,406562.4139903413,38435012.56575573,10134329.592338104
1.699640287769784e12,-107196.64950933344,406481.38702833676,38434131.06175667,10135884.796286525
1.6999400479616306e12,-107194.19056240586,406400.3874258025,38433249.44272004,10137439.887891412
1.700239808153477e12,-107191.73129467585,406319.4151684645,38432367.708664455,10138994.86714162
1.7005395683453235e12,-107189.27170619536,406238.47024205903,38431485.859608546,10140549.73402601
1.7008393285371702e12,-107186.81179701634,406157.5526323319,38430603.895570904,10142104.488533456
1.7011390887290166e12,-107184.3515671907,406076.6623250396,38429721.816570155,10143659.13065282
1.7014388489208633e12,-107181.89101677036,405995.7993059483,38428839.62262493,10145213.660372982
1.7017386091127097e12,-107179.43014580726,405914.96356083435,38427957.31375386,10146768.07768282
1.7020383693045564e12,-107176.96895435335,405834.15507548384,38427074.88997553,10148322.382571211
1.7023381294964028e12,-107174.50744246058,405753.37383569335,38426192.35130859,10149876.575027047
1.7026378896882493e12,-107172.04561018087,405672.6198272691,38425309.697771646,10151430.655039208
1.702937649880096e12,-107169.5834575662,405591.89303602756,38424426.929383345,10152984.622596597
1.7032374100719424e12,-107167.12098466842,405511.19344779494,38423544.04616229,10154538.4776881
1.7035371702637888e12,-107164.65819153961,405430.5210484078,38422661.04812713,10156092.220302626
1.7038369304556353e12,-107162.19507823167,405349.8758237123,38421777.93529648,10157645.850429079
1.704136690647482e12,-107159.73164479654,405269.25775956473,38420894.707688965,10159199.368056362
1.7044364508393284e12,-107157.26789128622,405188.66684183147,38420011.365323216,10160752.773173386
1.7047362110311748e12,-107154.80381775266,405108.1030563887,38419127.908217885,10162306.065769073
1.7050359712230215e12,-107152.3394242478,405027.56638912234,38418244.33639157,10163859.245832335
1.705335731414868e12,-107149.87471082364,404947.05682592874,38417360.64986293,10165412.313352102
1.7056354916067146e12,-107147.40967753218,404866.5743527138,38416476.84865059,10166965.268317297
1.705935251798561e12,-107144.94432442535,404786.1189553936,38415592.93277319,10168518.110716846
1.7062350119904077e12,-107142.47865155512,404705.6906198937,38414708.90224936,10170070.84053969
1.7065347721822542e12,-107140.01265897352,404625.2893321502,38413824.75709774,10171623.457774762
1.7068345323741006e12,-107137.54634673252,404544.9150781084,38412940.49733697,10173175.962411009
1.707134292565947e12,-107135.0797148841,404464.567843724,38412056.12298569,10174728.354437372
1.7074340527577937e12,-107132.61276348025,404384.2476149622,38411171.63406253,10176280.633842802
1.7077338129496401e12,-107130.14549257295,404303.95437779854,38410287.03058615,10177832.800616248
1.7080335731414866e12,-107127.67790221421,404223.6881182179,38409402.31257519,10179384.85474667
1.7083333333333333e12,-107125.20999245603,404143.44882221526,38408517.48004828,10180936.79622303
1.7086330935251797e12,-107122.74176335044,404063.2364757955,38407632.53302407,10182488.62503429
1.7089328537170261e12,-107120.27321494941,403983.0510649733,38406747.47152121,10184040.341169415
1.7092326139088728e12,-107117.80434730498,403902.89257577294,38405862.29555836,10185591.944617385
1.7095323741007195e12,-107115.33516046911,403822.7609942287,38404977.00515415,10187143.435367167
1.709832134292566e12,-107112.86565449387,403742.6563063847,38404091.60032722,10188694.813407741
1.7101318944844124e12,-107110.39582943126,403662.57849829487,38403206.08109625,10190246.078728097
1.710431654676259e12,-107107.92568533332,403582.5275560228,38402320.44747987,10191797.231317217
1.7107314148681055e12,-107105.45522225201,403502.5034656419,38401434.69949674,10193348.271164088
1.711031175059952e12,-107102.98444023941,403422.5062132354,38400548.8371655,10194899.198257703
1.7113309352517983e12,-107100.51333934756,403342.5357848962,38399662.86050481,10196450.01258707
1.711630695443645e12,-107098.04191962843,403262.592166727,38398776.76953334,10198000.714141183
1.7119304556354915e12,-107095.57018113413,403182.6753448404,38397890.564269744,10199551.302909048
1.712230215827338e12,-107093.09812391664,403102.78530535847,38397004.24473267,10201101.778879676
1.7125299760191846e12,-107090.62574802803,403022.92203441315,38396117.810940765,10202652.142042076
1.712829736211031e12,-107088.15305352036,402943.0855181463,38395231.26291273,10204202.39238527
1.7131294964028777e12,-107085.68004044564,402863.2757427089,38394344.600667186,10205752.529898278
1.713429256594724e12,-107083.20670885593,402783.4926942622,38393457.8242228,10207302.554570118
1.7137290167865708e12,-107080.73305880331,402703.7363589769,38392570.93359826,10208852.466389824
1.7140287769784172e12,-107078.25909033978,402624.00672303356,38391683.9288122,10210402.265346425
1.7143285371702637e12,-107075.78480351747,402544.30377262214,38390796.80988329,10211951.951428954
1.71462829736211e12,-107073.31019838844,402464.6274939425,38389909.57683022,10213501.52462646
1.7149280575539568e12,-107070.83527500468,402384.977873204,38389022.229671635,10215050.984927975
1.7152278177458032e12,-107068.36003341828,402305.35489662585,38388134.76842621,10216600.332322547
1.7155275779376497e12,-107065.88447368133,402225.7585504367,38387247.193112604,10218149.566799227
1.7158273381294963e12,-107063.40859584593,402146.18882087484,38386359.5037495,10219698.688347075
1.7161270983213428e12,-107060.93239996416,402066.64569418854,38385471.70035558,10221247.69695515
