freq,t.mag
0.21666666666665846,1.1346864253292375
0.23333333333332448,1.067319460127719
0.24999999999999054,0.9811220615707479
0.26666666666665656,0.9520917949857011
0.2833333333333226,0.9801136541866194
0.2999999999999886,1.000315002669379
0.31666666666665466,0.976656539317758
0.3333333333333207,0.9542312316482662
0.3499999999999867,0.9732827639351194
0.36666666666665276,1.010745735164229
0.3833333333333188,1.0109815753776306
0.3999999999999848,0.9824694474779063
0.41666666666665086,0.9759661356585763
0.4333333333333169,0.9974937808253352
0.44999999999998297,1.0086244309533816
0.46666666666664897,0.9838892007581348
0.483333333333315,0.9470674513991645
0.49999999999998107,0.9254883408965104
0.5166666666666471,0.9200865572357072
0.5333333333333131,0.9247224744008604
0.5499999999999792,0.9397007934026462
0.5666666666666452,0.9601445038414371
0.5833333333333113,0.9698959077421814
0.5999999999999772,0.9604564248942505
0.6166666666666433,0.9457598158515779
0.6333333333333093,0.9414220867425305
0.6499999999999754,0.9434623339126342
0.6666666666666414,0.9412439396924102
0.6833333333333075,0.9351009249015366
0.6999999999999734,0.9324045317065229
0.7166666666666395,0.9353731446889672
0.7333333333333055,0.9398945189734204
0.7499999999999716,0.9421725351833639
0.7666666666666376,0.9406013661662744
0.7833333333333037,0.9360768515969444
0.7999999999999696,0.9328512428678257
0.8166666666666357,0.9342371301123625
0.8333333333333017,0.9369452321865737
0.8499999999999678,0.9320461176191505
0.8666666666666338,0.9161186030566659
0.8833333333332999,0.895372991381933
0.8999999999999659,0.8745315360634387
0.9166666666666319,0.8532131611144982
0.9333333333332979,0.8304086562676184
0.949999999999964,0.804409696349268
0.96666666666663,0.769198687035816
0.9833333333332961,0.716577567477936
0.9999999999999621,0.6412354467837613
1.0166666666666282,0.5412619657611828
1.0333333333332941,0.41860452802841713
1.0499999999999603,0.2934543709993692
1.0666666666666262,0.25026555397979267
1.0833333333332922,0.36579837568348694
1.0999999999999583,0.536174181320114
1.1166666666666243,0.686103631288743
1.1333333333332904,0.7874772478571064
1.1499999999999564,0.848654815540806
1.1666666666666226,0.893191599524928
1.1833333333332885,0.9315827696671704
1.1999999999999544,0.9570314390722581
1.2166666666666206,0.9642382375112377
1.2333333333332865,0.9607986773821022
1.2499999999999527,0.9597482084301414
1.2666666666666186,0.9672445381167003
1.2833333333332846,0.9790915628732897
1.2999999999999508,0.9877114073721418
1.3166666666666167,0.9891134484655935
1.3333333333332829,0.985604528851725
1.3499999999999488,0.9832706019934523
1.366666666666615,0.9839861395511151
1.383333333333281,0.9829967600777656
1.3999999999999468,0.9762302361660408
1.416666666666613,0.9684773701766194
1.433333333333279,0.9693140885543984
1.449999999999945,0.9781285132280687
1.466666666666611,0.9826372316477072
1.4833333333332772,0.973904760664104
1.4999999999999432,0.9579359848699847
1.516666666666609,0.9482151267107438
1.5333333333332753,0.9474377830906462
1.5499999999999412,0.9457635811131933
1.5666666666666074,0.9363828465603282
1.5833333333332733,0.9250206485336365
1.5999999999999392,0.920450223125132
1.6166666666666054,0.9202802785787509
1.6333333333332714,0.913862080236129
1.6499999999999375,0.8954259066645729
1.6666666666666035,0.8702576425563755
1.6833333333332696,0.8493929132325054
1.6999999999999356,0.8372487882368276
1.7166666666666015,0.829094682929493
1.7333333333332677,0.8204237170978611
1.7499999999999336,0.810676220857358
1.7666666666665998,0.8004025346308572
1.7833333333332657,0.7894749270823431
1.7999999999999319,0.777822424055755
1.8166666666665978,0.765585653191114
1.8333333333332638,0.7525846932753355
1.84999999999993,0.7390291254140544
1.8666666666665959,0.7262557783374921
1.883333333333262,0.7153614737284897
1.899999999999928,0.7053241545652202
1.9166666666665941,0.6936420554561321
1.93333333333326,0.6793027064744541
1.949999999999926,0.6637550099085929
1.9666666666665922,0.6478469094606427
1.9833333333332581,0.6298741133332986
1.9999999999999243,0.6076752214308805
2.0166666666665902,0.58193047479942
2.0333333333332564,0.5568799765405424
2.049999999999922,0.5382686841853734
2.0666666666665883,0.5309135569895125
2.0833333333332544,0.535152457460305
2.0999999999999206,0.5441884062745788
2.1166666666665863,0.5478362065867581
2.1333333333332525,0.539209567901314
2.1499999999999186,0.5204513447598962
2.1666666666665844,0.5051420756831652
2.1833333333332505,0.5076716763252336
2.1999999999999167,0.5276000694745818
2.216666666666583,0.5512149188294133
2.2333333333332486,0.5635894337422535
2.2499999999999147,0.5615780455848186
2.266666666666581,0.5601335278370487
2.2833333333332466,0.574746110378806
2.299999999999913,0.6012297303846813
