freq,temperature,t.mag
0.21666666666665846,10,1.1283896045806692
0.23333333333332448,10,1.0166109744318743
0.24999999999999054,10,0.9347348666703679
0.26666666666665656,10,0.9410731986353065
0.2833333333333226,10,0.9830665802699879
0.2999999999999886,10,0.9928830800820867
0.31666666666665466,10,0.975478347631782
0.3333333333333207,10,0.9805247457440427
0.3499999999999867,10,1.0090276869531125
0.36666666666665276,10,1.0218602884838373
0.3833333333333188,10,1.002490658364247
0.3999999999999848,10,0.9894074990788654
0.41666666666665086,10,0.9971667344290146
0.4333333333333169,10,0.9984539086511476
0.44999999999998297,10,0.9755534251598605
0.46666666666664897,10,0.950741694549657
0.483333333333315,10,0.9429100451570954
0.49999999999998107,10,0.9345003805220434
0.5166666666666471,10,0.9146549624649117
0.5333333333333131,10,0.9030916349636295
0.5499999999999792,10,0.9150602601495478
0.5666666666666452,10,0.9332221824487865
0.5833333333333113,10,0.9364987589281003
0.5999999999999772,10,0.9333188198095409
0.6166666666666433,10,0.9398998332565321
0.6333333333333093,10,0.9463105833141309
0.6499999999999754,10,0.938056361334689
0.6666666666666414,10,0.9256333000581559
0.6833333333333075,10,0.9252745143908463
0.6999999999999734,10,0.929873453535789
0.7166666666666395,10,0.9241125245945585
0.7333333333333055,10,0.9126438521753402
0.7499999999999716,10,0.905443767832174
0.7666666666666376,10,0.8921174033997613
0.7833333333333037,10,0.8642441597971795
0.7999999999999696,10,0.8425700281623548
0.8166666666666357,10,0.8485662906065073
0.8333333333333017,10,0.867153484910338
0.8499999999999678,10,0.860096115576223
0.8666666666666338,10,0.8216665171468174
0.8833333333332999,10,0.7851577304775038
0.8999999999999659,10,0.7629747975189807
0.9166666666666319,10,0.7347364792202556
0.9333333333332979,10,0.6873530995033349
0.949999999999964,10,0.6339760053844334
0.96666666666663,10,0.5856046852453003
0.9833333333332961,10,0.5338485463450329
0.9999999999999621,10,0.48514828469587246
1.0166666666666282,10,0.48173355433407483
1.0333333333332941,10,0.5350305259665241
1.0499999999999603,10,0.5919509912149864
1.0666666666666262,10,0.6165561821727573
1.0833333333332922,10,0.6279818560791238
1.0999999999999583,10,0.6638952296876506
1.1166666666666243,10,0.7196534210294824
1.1333333333332904,10,0.7542695679265234
1.1499999999999564,10,0.7538368489959171
1.1666666666666226,10,0.7497158914474085
1.1833333333332885,10,0.7742746372203956
1.1999999999999544,10,0.8149699577620286
1.2166666666666206,10,0.8379360214031378
1.2333333333332865,10,0.8359289488476316
1.2499999999999527,10,0.8315861069347326
1.2666666666666186,10,0.8430506439162235
1.2833333333332846,10,0.8601712736152233
1.2999999999999508,10,0.8646433577504602
1.3166666666666167,10,0.8573634059227349
1.3333333333332829,10,0.8571746618158306
1.3499999999999488,10,0.8697925160097542
1.366666666666615,10,0.8746924555099764
1.383333333333281,10,0.8534151189686294
1.3999999999999468,10,0.8158757514318193
1.416666666666613,10,0.8003380429808912
1.433333333333279,10,0.8256343918722906
1.449999999999945,10,0.8602745176810519
1.466666666666611,10,0.8685791972840559
1.4833333333332772,10,0.8489027298676836
1.4999999999999432,10,0.8300726637706172
1.516666666666609,10,0.8319313476779128
1.5333333333332753,10,0.8383863018320998
1.5499999999999412,10,0.8261451134675103
1.5666666666666074,10,0.7990746080007727
1.5833333333332733,10,0.784578900802544
1.5999999999999392,10,0.7911523086640615
1.6166666666666054,10,0.7891977270055659
1.6333333333332714,10,0.7462309100953679
1.6499999999999375,10,0.6615640660995865
1.6666666666666035,10,0.5796338329594727
1.6833333333332696,10,0.5582987511679472
1.6999999999999356,10,0.5887965281122574
1.7166666666666015,10,0.6209946289667092
1.7333333333332677,10,0.6386883866121243
1.7499999999999336,10,0.650441647350895
1.7666666666665998,10,0.657777282173214
1.7833333333332657,10,0.6519712581540379
1.7999999999999319,10,0.6311684410149805
1.8166666666665978,10,0.6070353831856086
1.8333333333332638,10,0.5920117617463004
1.84999999999993,10,0.5835817761070484
1.8666666666665959,10,0.5698042869340597
1.883333333333262,10,0.548467618279577
1.899999999999928,10,0.5318637732227383
1.9166666666665941,10,0.5301335149420509
1.93333333333326,10,0.534433738324274
1.949999999999926,10,0.528101737204098
1.9666666666665922,10,0.5069833617635734
1.9833333333332581,10,0.48143293260967
1.9999999999999243,10,0.4622557312662699
2.0166666666665902,10,0.44714017511224413
2.0333333333332564,10,0.42729651956553316
2.049999999999922,10,0.40496933164059573
2.0666666666665883,10,0.39723196614366285
2.0833333333332544,10,0.41432308119119754
2.0999999999999206,10,0.4402954998313518
2.1166666666665863,10,0.4517979702816574
2.1333333333332525,10,0.4395669707309262
2.1499999999999186,10,0.4122518216698079
2.1666666666665844,10,0.3902619366614945
2.1833333333332505,10,0.3868666638014381
2.1999999999999167,10,0.3950661357168152
2.216666666666583,10,0.4000494893283839
2.2333333333332486,10,0.39414893542379476
2.2499999999999147,10,0.3806204468031229
2.266666666666581,10,0.36917020750206364
2.2833333333332466,10,0.36810379298923457
2.299999999999913,10,0.3799494934671138
