temperature,direction,R,data_type,rho,sigma
120.9,-1,859.99,raw,0.00004287562838206965,23323.273331154127
120.91,-1,859.571,raw,0.00004285473873417598,23334.64231815549
120.94,-1,859.036,raw,0.000042828065794741316,23349.174926381707
120.95,-1,859.303,raw,0.000042841377336477865,23341.919942161538
120.99,-1,858.426,raw,0.00004279765365818966,23365.766917660036
121.0,-1,858.121,raw,0.00004278244758991383,23374.071759179926
121.01,-1,857.625,raw,0.00004275771903298002,23387.58995138812
121.05,-1,856.748,raw,0.00004271399535469181,23411.5303823986
121.05,-1,857.205,raw,0.00004273677952912478,23399.049039680394
121.08,-1,856.481,raw,0.00004270068381295526,23418.828709637735
121.11,-1,856.023,raw,0.00004267784978256074,23431.35854066916
121.13,-1,855.68,raw,0.00004266074918774562,23440.75101914178
121.16,-1,855.336,raw,0.00004264359873696895,23450.178446901846
121.17,-1,854.955,raw,0.000042624603615614554,23460.628725557763
121.19,-1,854.268,raw,0.00004259035257002277,23479.495699311265
121.25,-1,853.467,raw,0.00004255041794481312,23501.531789816407
121.25,-1,853.81,raw,0.000042567518539628236,23492.09054948904
121.27,-1,852.933,raw,0.000042523794861340036,23516.245510560893
121.31,-1,852.513,raw,0.00004250285535748479,23527.831050153178
121.33,-1,852.017,raw,0.000042478126800550985,23541.527730150025
121.36,-1,851.064,raw,0.000042430614069184206,23567.888939091816
121.36,-1,851.598,raw,0.0000424572371526573,23553.110542837392
121.38,-1,850.682,raw,0.00004241156909186825,23578.472134192605
121.4,-1,850.301,raw,0.000042392573970513855,23589.037096344982
121.42,-1,849.843,raw,0.00004236973994011932,23601.74977267476
121.46,-1,849.69,raw,0.000042362111978000635,23605.99963758457
121.48,-1,849.271,raw,0.00004234122233010695,23617.645995282113
121.5,-1,848.508,raw,0.0000423031822314366,23638.883583960593
121.54,-1,848.05,raw,0.000042280348201042064,23651.650058439052
121.58,-1,847.745,raw,0.00004226514213276624,23660.159401776757
121.59,-1,846.829,raw,0.00004221947407197718,23685.7521790813
121.6,-1,847.287,raw,0.00004224230810237171,23672.94887335606
121.62,-1,846.372,raw,0.000042196689897544224,23698.541341229666
121.64,-1,845.952,raw,0.00004217575039368898,23710.307242088482
121.66,-1,845.418,raw,0.00004214912731021589,23725.283625448283
121.69,-1,845.113,raw,0.00004213392124194006,23733.846044326896
121.72,-1,844.693,raw,0.000042112981738084815,23745.64703633064
121.73,-1,844.159,raw,0.00004208635865461172,23760.668111172465
121.75,-1,843.816,raw,0.00004206925805979661,23770.326507270824
121.76,-1,843.587,raw,0.00004205784104459935,23776.779196525356
121.78,-1,843.053,raw,0.00004203121796112625,23791.839696981373
121.8,-1,842.633,raw,0.000042010278457271014,23803.698445300903
121.82,-1,842.252,raw,0.00004199128333591661,23814.466254825442
121.86,-1,841.87,raw,0.000041972238358600656,23825.272110966343
121.88,-1,841.413,raw,0.00004194945418416769,23838.21242607285
121.91,-1,841.146,raw,0.000041936142642431144,23845.779248857198
121.94,-1,840.65,raw,0.000041911414085497335,23859.848726651086
121.96,-1,840.23,raw,0.0000418904745816421,23871.77538538166
121.99,-1,839.581,raw,0.00004185811806258959,23890.228378273492
122.01,-1,839.086,raw,0.000041833439361617344,23904.321883643912
122.03,-1,838.704,raw,0.000041814394384301383,23915.209456565408
122.05,-1,838.246,raw,0.00004179156035390686,23928.27622447257
122.09,-1,837.026,raw,0.00004173073608080354,23963.15267633172
122.09,-1,837.369,raw,0.00004174783667561865,23953.336978153282
122.09,-1,837.75,raw,0.00004176683179697305,23942.443249250056
122.1,-1,836.339,raw,0.00004169648503521175,23982.83690233175
122.14,-1,836.148,raw,0.00004168696254655377,23988.315264832585
122.16,-1,835.767,raw,0.00004166796742519937,23999.250786474266
122.2,-1,834.813,raw,0.000041620404837871035,24026.67643179878
122.21,-1,834.47,raw,0.00004160330424305593,24036.55234107785
122.21,-1,835.309,raw,0.000041645133394804844,24012.409577843933
122.24,-1,833.936,raw,0.00004157668115958283,24051.943832691282
122.28,-1,833.631,raw,0.000041561475091307,24060.74370082115
122.3,-1,833.249,raw,0.000041542430113991044,24071.7742620264
122.31,-1,832.372,raw,0.00004149870643570283,24097.13665531666
122.31,-1,832.906,raw,0.00004152532951917592,24081.687287712226
122.32,-1,831.952,raw,0.000041477766931847594,24109.301777096796
122.36,-1,831.113,raw,0.00004143593778009867,24133.63986853681
122.36,-1,831.418,raw,0.0000414511438483745,24124.786608010934
122.42,-1,830.655,raw,0.000041413103749704145,24146.946484472177
122.43,-1,830.235,raw,0.0000413921642458489,24159.16196264821
122.45,-1,829.854,raw,0.000041373169124494505,24170.253842313512
122.48,-1,829.587,raw,0.000041359857582757955,24178.032963461625
122.51,-1,828.938,raw,0.00004132750106370545,24196.962658316108
122.55,-1,828.595,raw,0.000041310400468890345,24206.97908152865
122.57,-1,827.985,raw,0.00004127998833233868,24224.813048617107
122.59,-1,827.413,raw,0.0000412514707223263,24241.559936886704
122.59,-1,827.756,raw,0.000041268571317141415,24231.51488126844
122.62,-1,826.917,raw,0.0000412267421653925,24256.100469647175
122.64,-1,826.421,raw,0.00004120201360845869,24270.65845623385
122.69,-1,825.696,raw,0.000041165868036327614,24291.969238144833
122.69,-1,826.116,raw,0.00004118680754018286,24279.6191237783
122.7,-1,825.2,raw,0.000041141139479393806,24306.570324841534
122.73,-1,824.742,raw,0.00004111830544899927,24320.06837539405
122.75,-1,824.361,raw,0.00004109931032764488,24331.308531164424
122.76,-1,823.903,raw,0.000041076476297250356,24344.83407884088
122.77,-1,823.56,raw,0.00004105937570243524,24354.97332563412
122.78,-1,823.255,raw,0.00004104416963415941,24363.99637057684
122.83,-1,822.911,raw,0.00004102701918338273,24374.18120800334
122.89,-1,822.186,raw,0.000040990873611251664,24395.67425382971
122.9,-1,821.958,raw,0.00004097950645201596,24402.44128296
122.92,-1,820.699,raw,0.0000409167377964118,24439.876047197857
122.93,-1,821.5,raw,0.000040956672421621434,24416.046052415382
122.95,-1,821.004,raw,0.00004093194386468763,24430.796722134404
122.97,-1,820.241,raw,0.000040893903766017275,24453.52260135647
123.01,-1,819.478,raw,0.00004085586366734692,24476.2907998253
123.02,-1,819.058,raw,0.000040834924163491674,24488.841854983697
123.04,-1,818.563,raw,0.00004081024546251943,24503.650705027267
123.05,-1,818.028,raw,0.000040783572523084773,24519.67638278792
123.1,-1,817.8,raw,0.00004077220536384907,24526.51238940968
123.12,-1,817.227,raw,0.00004074363789787513,24543.709192255315
123.13,-1,816.808,raw,0.00004072274824998145,24556.299438863523
123.16,-1,816.236,raw,0.00004069423063996908,24573.507946303806
123.19,-1,815.892,raw,0.00004067708018919241,24583.868737601584
123.22,-1,815.396,raw,0.00004065235163225859,24598.82294254477
123.25,-1,814.672,raw,0.00004061625591608908,24620.68394649532
123.25,-1,815.167,raw,0.00004064093461706133,24605.733343056374
123.27,-1,814.404,raw,0.000040602894518390975,24628.78599817687
123.3,-1,813.718,raw,0.000040568693328760745,24649.54914609144
123.32,-1,812.84,raw,0.000040524919794510976,24676.174686358
123.32,-1,813.451,raw,0.0000405553817870242,24657.63989725163
123.36,-1,812.383,raw,0.00004050213562007802,24690.056084456755
123.39,-1,811.62,raw,0.00004046409552140766,24713.267085654905
123.39,-1,811.963,raw,0.00004048119611622277,24702.827385064636
123.41,-1,811.048,raw,0.00004043557791139528,24730.696373160696
123.43,-1,810.704,raw,0.000040418427460618603,24741.19016565755
123.45,-1,810.208,raw,0.000040393698903684795,24756.33643713619
123.47,-1,809.903,raw,0.00004037849283540897,24765.659383974667
123.49,-1,809.407,raw,0.00004035376427847516,24780.835639003904
123.5,-1,808.988,raw,0.00004033287463058148,24793.670403095268
123.53,-1,808.339,raw,0.00004030051811152898,24813.576769225823
123.56,-1,808.034,raw,0.00004028531204325314,24822.942886139987
123.58,-1,807.347,raw,0.000040251060997661354,24844.0656025962
123.59,-1,807.729,raw,0.000040270105974977314,24832.316076381107
123.62,-1,806.737,raw,0.00004022064886110969,24862.851006039436
123.63,-1,806.394,raw,0.00004020354826629458,24873.426429337564
123.68,-1,805.821,raw,0.000040174980800320645,24891.11332673042
123.7,-1,805.44,raw,0.00004015598567896625,24902.88765402666
123.71,-1,804.906,raw,0.00004012936259549315,24919.409014293888
123.72,-1,804.334,raw,0.000040100844985480775,24937.13038620677
123.76,-1,804.067,raw,0.000040087533443744226,24945.41105661498
123.77,-1,803.761,raw,0.00004007227751950684,24954.9080287041
123.8,-1,803.037,raw,0.000040036181803337326,24977.40680947358
123.83,-1,802.045,raw,0.00003998672468946971,25008.29982364984
123.83,-1,802.541,raw,0.000040011453246403524,24992.84377004942
123.86,-1,801.511,raw,0.00003996010160599661,25024.961394240676
123.89,-1,801.167,raw,0.00003994295115521994,25035.706453285315
123.93,-1,800.557,raw,0.00003991253901866828,25054.782897481673
123.95,-1,799.756,raw,0.00003987260439345864,25079.876652453044
123.95,-1,800.214,raw,0.00003989543842385317,25065.522262868726
123.98,-1,799.375,raw,0.000039853609272104244,25091.830282482235
124.01,-1,798.802,raw,0.00003982504180613031,25109.829259389982
124.02,-1,798.306,raw,0.0000398003132491965,25125.43038892259
124.04,-1,797.811,raw,0.00003977563454822425,25141.019404419385
124.05,-1,797.544,raw,0.000039762323006487696,25149.436058774485
124.06,-1,797.086,raw,0.00003973948897609318,25163.886747552002
124.1,-1,796.552,raw,0.000039712865892620086,25180.756349942294
124.11,-1,796.208,raw,0.00003969571544184341,25191.63564302197
124.12,-1,795.827,raw,0.00003967672032048901,25203.696069697606
124.15,-1,794.683,raw,0.000039619685100464255,25239.978497160802
124.15,-1,795.14,raw,0.000039642469274897225,25225.47203267253
124.19,-1,794.263,raw,0.00003959874559660902,25253.32519840309
124.2,-1,793.958,raw,0.00003958353952833319,25263.026296175914
124.23,-1,793.386,raw,0.000039555021918320806,25281.23994128865
124.24,-1,793.004,raw,0.00003953597694100485,25293.418232517408
124.28,-1,792.356,raw,0.000039503670277913906,25314.103549489417
124.31,-1,791.707,raw,0.0000394713137588614,25334.85472789711
124.33,-1,791.364,raw,0.00003945421316404629,25345.835585216457
124.35,-1,790.792,raw,0.000039425695554033914,25364.168873811617
124.38,-1,789.838,raw,0.00003937813296670558,25394.804798020905
124.38,-1,790.448,raw,0.00003940854510325724,25375.20726481595
124.43,-1,789.571,raw,0.00003936482142496903,25403.39226245548
124.45,-1,788.96,raw,0.00003933435943245581,25423.065595289034
124.48,-1,788.617,raw,0.000039317258837640696,25434.123068687633
124.49,-1,788.007,raw,0.00003928684670108904,25453.811745402305
124.51,-1,787.282,raw,0.00003925070112895797,25477.25190218909
124.52,-1,787.663,raw,0.00003926969625031236,25464.92831586508
124.54,-1,786.71,raw,0.00003922218351894559,25495.775866658914
124.58,-1,786.138,raw,0.000039193665908933215,25514.326787484173
124.6,-1,785.298,raw,0.00003915178690122273,25541.618381887176
124.61,-1,785.68,raw,0.00003917083187853868,25529.19996952861
124.66,-1,784.993,raw,0.000039136580832946904,25551.542283892
124.68,-1,784.001,raw,0.00003908712371907928,25583.87276554397
124.68,-1,784.459,raw,0.0000391099577494738,25568.935829736467
124.7,-1,783.467,raw,0.00003906050063560619,25601.31037051878
124.71,-1,783.124,raw,0.000039043400040791073,25612.52347273131
124.76,-1,782.59,raw,0.00003901677695731798,25630.00016874639
124.77,-1,781.674,raw,0.00003897110889652893,25660.034531095105
124.77,-1,782.17,raw,0.00003899583745346274,25643.76265013902
124.82,-1,781.331,raw,0.000038954008301713815,25671.299144740493
124.84,-1,780.835,raw,0.00003892927974478001,25687.606001343735
124.86,-1,780.377,raw,0.00003890644571438548,25702.681949953978
124.89,-1,779.881,raw,0.00003888171715745167,25719.02871343094
124.92,-1,779.538,raw,0.00003886461656263656,25730.345194280762
124.96,-1,778.852,raw,0.00003883041537300633,25753.008058089647
125.0,-1,778.47,raw,0.000038811370395690374,25765.645216975907
125.02,-1,778.089,raw,0.00003879237527433598,25778.261653948626
125.04,-1,777.173,raw,0.00003874670721354692,25808.64470595252
125.04,-1,777.593,raw,0.00003876764671740216,25794.70472607037
125.07,-1,776.753,raw,0.00003872576770969169,25822.59976087538
125.09,-1,776.067,raw,0.00003869156652006145,25845.42550070965
125.13,-1,775.266,raw,0.00003865163189485181,25872.128833276885
125.16,-1,774.999,raw,0.00003863832035311527,25881.042210453477
125.19,-1,774.426,raw,0.00003860975288714133,25900.191667195104
125.2,-1,773.969,raw,0.00003858696871270836,25915.484770138388
125.22,-1,773.396,raw,0.000038558401246734425,25934.68524799616
125.24,-1,773.168,raw,0.00003854703408749873,25942.33314371422
125.28,-1,772.138,raw,0.00003849568244709182,25976.93913789923
125.29,-1,772.595,raw,0.00003851846662152479,25961.57344023613
125.32,-1,771.375,raw,0.000038457642348421464,26002.634039292483
125.34,-1,770.726,raw,0.00003842528582936896,26024.529900456502
125.35,-1,769.696,raw,0.00003837393418896206,26059.35568335971
125.37,-1,770.383,raw,0.000038408185234553853,26036.116882199156
125.38,-1,769.277,raw,0.00003835304454106838,26073.549361360387
125.4,-1,768.971,raw,0.00003833778861683099,26083.924923123544
125.43,-1,768.476,raw,0.00003831310991585874,26100.726414434852
125.46,-1,767.407,raw,0.000038259813892950994,26137.08479601989
125.46,-1,767.789,raw,0.00003827885887026695,26124.08074621965
125.48,-1,766.797,raw,0.00003822940175639934,26157.877289633678
125.5,-1,766.454,raw,0.000038212301161584216,26169.58334363085
125.51,-1,765.805,raw,0.00003817994464253171,26191.76139103197
125.56,-1,765.386,raw,0.00003815905499463803,26206.09970924375
125.58,-1,764.585,raw,0.00003811912036942839,26233.553930641116
125.58,-1,764.966,raw,0.00003813811549078279,26220.48801130931
125.62,-1,763.669,raw,0.00003807345230863935,26265.020358374157
125.62,-1,764.05,raw,0.00003809244742999374,26251.92308364536
125.66,-1,762.83,raw,0.000038031623156890424,26293.907990062315
125.67,-1,762.067,raw,0.000037993583058220066,26320.234089731264
125.72,-1,761.495,raw,0.00003796506544820769,26340.00463832229
125.74,-1,760.961,raw,0.000037938442364734594,26358.488584906765
125.78,-1,760.388,raw,0.00003790987489876066,26378.35135754277
125.82,-1,759.244,raw,0.00003785283967873591,26418.097254715525
125.82,-1,759.931,raw,0.00003788709072432769,26394.214516922242
125.84,-1,758.901,raw,0.00003783573908392079,26430.03742524945
125.87,-1,758.443,raw,0.00003781290505352627,26445.997697993436
125.9,-1,757.985,raw,0.00003779007102313174,26461.977258203307
125.95,-1,757.108,raw,0.000037746347344843535,26492.629627555427
125.96,-1,757.527,raw,0.00003776723699273722,26477.97614086261
125.98,-1,756.345,raw,0.00003770830724617318,26519.355363040988
125.99,-1,756.04,raw,0.000037693101177897345,26530.053743266544
126.01,-1,755.353,raw,0.00003765885013230556,26554.183053564673
126.03,-1,754.933,raw,0.00003763791062845032,26568.956227982133
126.05,-1,754.514,raw,0.000037617020980556636,26583.71061644878
126.06,-1,753.56,raw,0.000037569458393228295,26617.365348557832
126.07,-1,754.094,raw,0.0000375960814767014,26598.516673066268
126.08,-1,753.179,raw,0.000037550463271873904,26630.82989841623
126.1,-1,752.072,raw,0.000037495272722426876,26670.02871009589
126.11,-1,752.53,raw,0.000037518106752821395,26653.796967641472
126.13,-1,751.729,raw,0.00003747817212761177,26682.197749533716
126.16,-1,751.271,raw,0.000037455338097217235,26698.464112230122
126.18,-1,750.508,raw,0.000037417297998546884,26725.60696496138
126.2,-1,749.631,raw,0.00003737357432025867,26756.873491169972
126.2,-1,750.241,raw,0.000037403986456810335,26735.11822475609
126.22,-1,749.135,raw,0.00003734884576332486,26774.58913554865
126.27,-1,748.525,raw,0.0000373184336267732,26796.408713214973
126.31,-1,747.914,raw,0.00003728797163425998,26818.29974042368
126.32,-1,747.457,raw,0.000037265187459827016,26834.69662075442
126.33,-1,746.808,raw,0.00003723283094077451,26858.016829036693
126.35,-1,746.35,raw,0.00003720999691037999,26874.4983346409
126.39,-1,745.702,raw,0.00003717769024728904,26897.85173173632
126.41,-1,745.244,raw,0.000037154856216894514,26914.382178265423
126.43,-1,744.672,raw,0.00003712633860688214,26935.055745427835
126.45,-1,744.214,raw,0.000037103504576487614,26951.63196615387
126.49,-1,742.764,raw,0.00003703121343222547,27004.246075549214
126.49,-1,743.26,raw,0.00003705594198915928,26986.22532096337
126.49,-1,743.794,raw,0.00003708256507263237,26966.850810922428
126.55,-1,741.696,raw,0.00003697796726527929,27043.13065199116
126.55,-1,742.154,raw,0.000037000801295673814,27026.441725112625
126.59,-1,740.438,raw,0.000036915248465636684,27089.076778959527
126.59,-1,741.086,raw,0.000036947555128727624,27065.390294863533
126.61,-1,739.751,raw,0.00003688099742004489,27114.23415724918
126.62,-1,740.705,raw,0.00003692856000737323,27079.312050086384
126.64,-1,739.408,raw,0.000036863896825229784,27126.81203349062
126.66,-1,738.759,raw,0.000036831540306177275,27150.642945885244
126.7,-1,738.454,raw,0.00003681633423790144,27161.856841535475
126.72,-1,737.615,raw,0.000036774505086152526,27192.75208890713
126.73,-1,737.271,raw,0.00003675735463537584,27205.439834279714
126.77,-1,736.814,raw,0.00003673457046094288,27222.31368033077
126.8,-1,736.241,raw,0.00003670600299496894,27243.500201780716
126.81,-1,735.669,raw,0.00003667748538495657,27264.682665790235
126.82,-1,735.173,raw,0.00003665275682802276,27283.077360103318
126.83,-1,734.754,raw,0.00003663186718012908,27298.63577749728
126.85,-1,734.258,raw,0.00003660713862319527,27317.07633019897
126.88,-1,733.19,raw,0.00003655389245624909,27356.86770422296
126.88,-1,733.609,raw,0.00003657478210414277,27341.24285833357
126.92,-1,732.083,raw,0.00003649870190680205,27398.23467019346
126.93,-1,732.541,raw,0.00003652153593719658,27381.10471913413
126.96,-1,731.053,raw,0.00003644735026639515,27436.83677114961
126.96,-1,731.473,raw,0.00003646828977025039,27421.082981954547
126.98,-1,730.596,raw,0.00003642456609196219,27453.998970784447
127.02,-1,729.032,raw,0.00003634659136808219,27512.89632287641
127.02,-1,729.489,raw,0.00003636937554251516,27495.660430875905
127.03,-1,730.176,raw,0.000036403626588106945,27469.79061494658
127.05,-1,728.459,raw,0.000036318023902108246,27534.537746200185
127.09,-1,727.887,raw,0.00003628950629209587,27556.175384447364
127.12,-1,727.048,raw,0.000036247677140346955,27587.974703264757
127.12,-1,727.429,raw,0.000036266672261701345,27573.525157863158
127.17,-1,725.865,raw,0.00003618869753782136,27632.937022806214
127.17,-1,726.361,raw,0.00003621342609475516,27614.067704707766
127.21,-1,724.378,raw,0.00003611456172298149,27689.66179544276
127.21,-1,724.721,raw,0.000036131662317796605,27676.556677754936
127.21,-1,725.179,raw,0.00003615449634819113,27659.077044507954
127.26,-1,723.92,raw,0.00003609172769258696,27707.180119432036
127.28,-1,722.814,raw,0.00003603658699910149,27749.57573049116
127.28,-1,723.233,raw,0.00003605747664699517,27733.49920711477
127.33,-1,722.089,raw,0.000036000441426970424,27777.43717472394
127.35,-1,721.707,raw,0.000035981396449654463,27792.139790883608
127.39,-1,721.059,raw,0.00003594908978656352,27817.115980882616
127.4,-1,720.677,raw,0.00003593004480924756,27831.8606422284
127.43,-1,719.876,raw,0.00003589011018403792,27862.828920618602
127.44,-1,719.075,raw,0.00003585017555882828,27893.866192065136
127.47,-1,718.541,raw,0.00003582355247535519,27914.59614978023
127.49,-1,717.397,raw,0.000035766517255330435,27959.11027235859
127.49,-1,717.816,raw,0.00003578740690322412,27942.790118998786
127.55,-1,715.795,raw,0.00003568664800491116,28021.684745016708
127.55,-1,716.443,raw,0.0000357189546680021,27996.340018758277
127.61,-1,715.299,raw,0.000035661919447977345,28041.115438521847
127.62,-1,714.231,raw,0.00003560867328103116,28083.045726185555
127.63,-1,714.65,raw,0.00003562956292892484,28066.580608772456
127.66,-1,713.506,raw,0.000035572527708900094,28111.581166884698
127.69,-1,713.086,raw,0.00003555158820504485,28128.138586452736
127.71,-1,712.438,raw,0.000035519281541953904,28153.72261454223
127.72,-1,711.904,raw,0.00003549265845848081,28174.84075389271
127.76,-1,711.141,raw,0.000035454618359810455,28205.070206976165
127.8,-1,710.607,raw,0.000035427995276337364,28226.26547734435
127.81,-1,709.996,raw,0.000035397533283824144,28250.556104624866
127.85,-1,709.195,raw,0.00003535759865861451,28282.463683555627
127.86,-1,708.737,raw,0.00003533476462821998,28300.7403762739
127.88,-1,708.089,raw,0.00003530245796512904,28326.63949314173
127.91,-1,707.593,raw,0.00003527772940819522,28346.495558971383
127.93,-1,706.906,raw,0.000035243478362603436,28374.043836180816
127.97,-1,705.457,raw,0.000035171237074302856,28432.32377318424
127.97,-1,706.334,raw,0.000035214960752591055,28397.021567784133
128.0,-1,704.846,raw,0.000035140775081789636,28456.97050427928
128.03,-1,704.312,raw,0.00003511415199831654,28478.546201199522
128.04,-1,703.511,raw,0.0000350742173731069,28510.971160449855
128.06,-1,702.901,raw,0.00003504380523655524,28535.71389435957
128.1,-1,701.718,raw,0.00003498482563402964,28583.82118181269
128.11,-1,702.214,raw,0.000035009554190963454,28563.631360324965
128.12,-1,701.184,raw,0.00003495820255055655,28605.589734020225
128.17,-1,699.773,raw,0.00003488785578879525,28663.269134503953
128.17,-1,700.612,raw,0.00003492968494054417,28628.944168896956
128.18,-1,699.353,raw,0.00003486691628494001,28680.48300652065
128.2,-1,698.819,raw,0.000034840293201466915,28702.399093412223
128.22,-1,698.285,raw,0.000034813670117993824,28724.348700114188
128.24,-1,697.675,raw,0.00003478325798144216,28749.46333473213
128.25,-1,697.179,raw,0.00003475852942450835,28769.91681054541
128.29,-1,696.53,raw,0.00003472617290545584,28796.72351809576
128.3,-1,695.996,raw,0.00003469954982198276,28818.817682945355
128.35,-1,695.119,raw,0.00003465582614369455,28855.177073363317
128.38,-1,694.699,raw,0.00003463488663983931,28872.62228973877
128.39,-1,694.28,raw,0.00003461399699194563,28890.047001295203
128.4,-1,693.707,raw,0.00003458542952597169,28913.910097576118
128.43,-1,693.021,raw,0.000034551228336341454,28942.531080673227
128.45,-1,692.487,raw,0.00003452460525286837,28964.849639140135
128.47,-1,691.876,raw,0.00003449414326035514,28990.428678056818
128.49,-1,691.342,raw,0.00003446752017688206,29012.821197119854
128.53,-1,690.274,raw,0.00003441427400993587,29057.710173147527
128.54,-1,689.511,raw,0.00003437623391126551,29089.86489274172
128.58,-1,689.092,raw,0.00003435534426337183,29107.552884171106
128.6,-1,688.176,raw,0.000034309676202582785,29146.29663350543
128.64,-1,686.421,raw,0.00003422217899004481,29220.816134790795
128.64,-1,687.68,raw,0.00003428494764564897,29167.31885769433
128.65,-1,686.994,raw,0.00003425074645601875,29196.44397485165
128.66,-1,685.773,raw,0.00003418987232695386,29248.42744182001
128.7,-1,685.239,raw,0.00003416324924348077,29271.22045309627
128.71,-1,684.743,raw,0.00003413852068654696,29292.423335556894
128.73,-1,684.209,raw,0.000034111897603073865,29315.284996337723
128.81,-1,682.378,raw,0.00003402061133745733,29393.94563139379
128.81,-1,682.874,raw,0.00003404533989439113,29372.595577016018
128.81,-1,683.408,raw,0.00003407196297786423,29349.644476007354
128.84,-1,681.92,raw,0.0000339977773070628,29413.68757634215
128.85,-1,681.043,raw,0.00003395405362877459,29451.564485736195
128.86,-1,680.509,raw,0.0000339274305453015,29474.675326937977
128.87,-1,679.784,raw,0.00003389128497317043,29506.11051754562
128.89,-1,679.364,raw,0.00003387034546931519,29524.35194102018
128.91,-1,678.411,raw,0.00003382283273794841,29565.82636787911
128.97,-1,677.609,raw,0.000033782848256777214,29600.819694040714
128.98,-1,676.923,raw,0.000033748647067146984,29630.817437225855
129.01,-1,675.74,raw,0.00003368966746462139,29682.691319234076
129.01,-1,676.236,raw,0.00003371439602155519,29660.919903789858
129.07,-1,674.901,raw,0.00003364783831287246,29719.591217169982
129.08,-1,674.367,raw,0.00003362121522939937,29743.124785256747
129.13,-1,673.604,raw,0.00003358317513072902,29776.81520902375
129.16,-1,672.04,raw,0.00003350520040684902,29846.113076690726
129.16,-1,673.108,raw,0.0000335584465737952,29798.757156443302
129.17,-1,672.574,raw,0.00003353182349032211,29822.416317103005
129.18,-1,671.277,raw,0.00003346716030817867,29880.037349796334
129.22,-1,670.743,raw,0.000033440537224705577,29903.825805202938
129.24,-1,669.942,raw,0.000033400602599495936,29939.57959354576
129.26,-1,669.37,raw,0.000033372084989483555,29965.164008036267
129.29,-1,668.912,raw,0.000033349250959089036,29985.68097456651
129.3,-1,668.378,raw,0.00003332262787561594,30009.638007324054
129.31,-1,667.577,raw,0.0000332826932504063,30045.645419268843
129.34,-1,667.005,raw,0.00003325417564039392,30071.411506749177
129.35,-1,666.165,raw,0.000033212296632683436,30109.3300189281
129.38,-1,665.708,raw,0.00003318951245825047,30129.99968763968
129.39,-1,664.983,raw,0.0000331533668861194,30162.849023297193
129.4,-1,664.411,raw,0.000033124849276107024,30188.816609085694
129.46,-1,663.533,raw,0.000033081075741857255,30228.763048799738
129.47,-1,662.732,raw,0.00003304114111664762,30265.29854007236
129.48,-1,662.198,raw,0.00003301451803317452,30289.70463827924
129.51,-1,661.359,raw,0.000032972688881425606,30328.130156328458
129.53,-1,660.825,raw,0.00003294606579795251,30352.63773625277
129.55,-1,660.062,raw,0.00003290802569928216,30387.723929053987
129.58,-1,659.566,raw,0.00003288329714234834,30410.57579083706
129.6,-1,658.65,raw,0.000032837629081559296,30452.868491701563
129.64,-1,657.697,raw,0.00003279011635019252,30496.994561415417
129.64,-1,658.231,raw,0.00003281673943366561,30472.253406568874
129.65,-1,657.086,raw,0.0000327596543576793,30525.352590162074
129.69,-1,656.209,raw,0.00003271593067939109,30566.148638709976
129.7,-1,655.789,raw,0.00003269499117553585,30585.724725573677
129.71,-1,654.569,raw,0.00003263416690243253,30642.731067403492
129.72,-1,655.179,raw,0.000032664579038984185,30614.20135880307
129.74,-1,653.691,raw,0.000032590393368182765,30683.88861412997
129.77,-1,653.272,raw,0.000032569503720289085,30703.568853493234
129.82,-1,652.051,raw,0.0000325086295912242,30761.062910814086
129.84,-1,651.402,raw,0.0000324762730721717,30791.71054442454
129.86,-1,650.067,raw,0.00003240971536348896,30854.945462635755
129.87,-1,649.457,raw,0.0000323793032269373,30883.925851995184
129.87,-1,650.907,raw,0.000032451594371199446,30815.126941420564
129.89,-1,648.503,raw,0.00003233174063960897,30929.358587484152
129.95,-1,647.511,raw,0.000032282283525741344,30976.74299287462
129.98,-1,646.901,raw,0.00003225187138918969,31005.952737836604
129.99,-1,646.253,raw,0.00003221956472609875,31037.042508211543
130.0,-1,644.65,raw,0.0000321396456197179,31114.21985893002
130.0,-1,645.566,raw,0.000032185313680506955,31070.071583787307
130.02,-1,644.193,raw,0.00003211686144528494,31136.292744657636
130.04,-1,643.62,raw,0.000032088293979311,31164.012665950773
130.06,-1,643.086,raw,0.00003206167089583791,31189.89036001287
130.09,-1,642.323,raw,0.000032023630797167553,31226.94007852628
130.1,-1,641.751,raw,0.00003199511318715517,31254.773007068536
130.14,-1,640.95,raw,0.000031955178561945545,31293.832330227367
130.19,-1,640.378,raw,0.000031926660951933164,31321.78468351385
130.2,-1,639.31,raw,0.000031873414784986975,31374.10932420772
130.21,-1,639.844,raw,0.00003190003786846007,31347.92516935258
130.24,-1,638.471,raw,0.00003183158563323806,31415.33731690121
130.25,-1,637.898,raw,0.00003180301816726412,31443.556543615487
130.28,-1,637.059,raw,0.00003176118901551519,31484.967376740988
130.34,-1,635.953,raw,0.00003170604832202972,31539.723583439718
130.35,-1,635.495,raw,0.0000316832142916352,31562.454200362292
130.35,-1,636.487,raw,0.000031732671405502816,31513.262379371827
130.37,-1,634.122,raw,0.00003161476205641318,31630.79317869312
130.37,-1,634.58,raw,0.00003163759608680771,31607.964058210524
130.41,-1,633.283,raw,0.00003157293290466426,31672.69898617085
130.44,-1,632.749,raw,0.00003154630982119116,31699.428734078185
130.49,-1,631.909,raw,0.00003150443081348068,31741.566953563306
