time,Ey,E0y,cond.real
0.0,-0.07051529794390181,-0.0037402270925456574,0
0.07122507122507124,-0.09718740663125042,-0.004418261724168441,0
0.14245014245014248,-0.1043226581367141,-0.0047678585573646265,0
0.21367521367521372,-0.0924802068624877,-0.005317023278791973,0
0.28490028490028496,-0.059096258886889116,-0.006426742756334957,0
0.3561253561253562,-0.010305726630621547,-0.008583866845846253,0
0.42735042735042744,0.04546763662527078,-0.012057153540277098,0
0.49857549857549865,0.08896948092802841,-0.01752318754072674,0
0.5698005698005699,0.1063445728094861,-0.022214802698118253,0
0.6410256410256412,0.08506631945449268,-0.021027803684225167,0
0.7122507122507123,0.028524702190099383,-0.0029450481956649626,0
0.7834757834757836,-0.05229282498916441,0.04618426900495234,0
0.8547008547008549,-0.1142595425540456,0.12892092095780214,0
0.9259259259259262,-0.08945814804968177,0.1852518973272593,0
0.9971509971509973,0.12759272374291067,0.10730740836220415,0
1.0683760683760686,0.622203501389209,-0.10072074365772023,0
1.1396011396011398,1.2910425665435457,-0.192,0
1.2108262108262111,1.4763606774616047,-0.0800375642967557,0
1.2820512820512824,0.1710472864390779,-0.03975856650113482,0
1.3532763532763534,-2.5695730855198637,-0.06891366988890653,0
1.4245014245014247,-4.477603319751713,-0.027211740159329072,0
1.495726495726496,-3.562839523026845,0.050558392714895976,0
1.5669515669515672,-0.674327860235763,0.07939075079328128,0
1.6381766381766385,2.1137614878342936,0.05188278518930592,0
1.7094017094017098,3.9897072595262584,0.0011895201553254631,0
1.780626780626781,4.746523528975736,-0.02639505843293521,0
1.8518518518518523,3.9401418351497477,-0.024569413874202178,0
1.9230769230769234,1.7227872899690504,-0.0126814444013532,0
1.9943019943019946,-1.0571809805346233,-0.0007015707828291428,0
2.065527065527066,-3.305956785845273,0.009962246649077341,0
2.136752136752137,-4.254530963509638,0.013251134572979354,0
2.2079772079772084,-3.8408736333304336,0.009085583808858285,0
2.2792022792022797,-2.4758671715618874,-0.00710497553467082,0
2.350427350427351,-0.6805685294885778,-0.011299610063473834,0
2.4216524216524222,0.9488150441626882,-0.00011885401444451286,0
2.4928774928774935,2.070102006447662,0.004531037389776322,0
2.5641025641025648,2.6574792548876314,0.006292537780687812,0
2.635327635327636,2.7314162762247496,0.001980466070436009,0
2.706552706552707,2.3166163094219065,-0.0018428163890096439,0
2.777777777777778,1.4874861653488884,-0.0017766562171698552,0
2.8490028490028494,0.3207679214708037,0.0035795955459891156,0
2.9202279202279207,-0.9771819435158142,0.007157454514118102,0
2.991452991452992,-2.1296192659019586,0.002973245952836864,0
