freq,cond.real,Ey.pha,Ey.mag,E0y.pha,E0y.mag
4.57,0,2.8258514116911972,12145.690945356619,0.18038089542141117,3631.1428805709756
4.63,0,3.0225900377749517,11427.634597601806,0.19971899208628358,3544.922299811653
4.6899999999999995,0,-3.02507081659566,10493.769261660316,0.2558232866332441,3437.8715076126587
4.75,0,-2.784323929383094,9431.366254259268,0.3155594950095439,3296.80348001281
4.81,0,-2.5248662382726095,8520.839551483994,0.38594615998360465,3196.9553439222855
4.87,0,-2.2145541088581697,7662.370830631275,0.4899349673218966,3104.8545764923674
4.93,0,-1.8509349847555427,6674.04000293828,0.6190909750011736,2946.832177807988
4.99,0,-1.4428003145078518,5560.657810080583,0.7465264632415861,2713.9787836346236
5.05,0,-0.981052306532311,4435.645027638898,0.850943595135472,2447.955425475234
5.11,0,-0.4123171191947885,3382.9565397741417,0.9292562255227654,2206.0763775424866
5.17,0,0.3577954874115091,2381.7852544039956,1.0058096786456254,2013.9185828923646
5.2299999999999995,0,1.3083522877782976,1550.7593113111334,1.1064281418870365,1833.6730682449813
5.29,0,2.212968186862792,1194.3746768099734,1.222784523139558,1628.1568909582252
5.35,0,3.001094220982353,1091.8103624170415,1.3284574235401292,1410.8422990617821
5.41,0,-2.635201304215272,830.2318650164723,1.4079067549335447,1204.9004413783912
5.47,0,-2.4255448495721676,490.0300917758481,1.4508631252913142,1011.1704589429603
5.53,0,-2.733725437593305,367.7349958127333,1.4326448694432665,829.9097931701307
5.59,0,-2.9813799800858956,410.89896479902933,1.3051654817945302,689.0079524362617
5.6499999999999995,0,-3.119118851279198,507.17248162513835,1.0738096343813481,667.7868536848479
5.71,0,-3.057395556683936,734.512414348368,0.9582800899116379,806.4981514104022
5.77,0,-2.6602982623379177,892.6823346087954,1.0640540765560942,998.9693500058988
5.83,0,-2.491248946247178,697.6739243407822,1.2999731811615132,1123.5863866338586
5.89,0,-2.6462480736205287,875.6336893450314,1.5805390050999046,1119.0923405038368
5.95,0,-2.366301543177781,1164.394434730227,1.8474833924353613,986.48369895609
6.01,0,-2.0041979918562656,1227.4331678312703,2.0447783340487993,782.0335859207654
6.07,0,-1.7276294195928525,1140.3608062887613,2.115761690217203,592.5761516252518
6.13,0,-1.5468004135350082,1067.753872373981,2.0692302972901104,478.42724728022597
6.1899999999999995,0,-1.3790048568490347,1044.8231947371617,1.9954136013467088,423.1792254526407
6.25,0,-1.202513394691014,1018.1450573300626,1.9100748164218329,389.87589684295557
6.31,0,-1.0363139153515426,955.0306468825904,1.8038373118070299,380.5825486294331
6.37,0,-0.9157921944284795,887.3529840173277,1.7377939987532818,396.0065560787778
6.43,0,-0.7951540044131529,814.2071448407063,1.7401769038111854,418.45911905093345
6.49,0,-0.7784960577020338,766.5024795311625,1.7928086026230743,442.23795560562183
6.55,0,-0.7267186186808393,862.8517573951614,1.887734440772841,470.21281190802017
6.609999999999999,0,-0.548774294430879,1002.1208563251618,2.0189569502392675,496.3525766219075
6.67,0,-0.3158073642972814,1125.348172864759,2.167191051108679,508.24497193436366
6.7299999999999995,0,-0.031952760907980514,1245.2690976897782,2.3107815578195345,499.68778290595026
6.79,0,0.31035026042356184,1181.503558725058,2.4418295032132313,477.1776527925651
6.85,0,0.555240316058042,1126.1266312442856,2.576422043059617,451.8434465600162
6.91,0,0.9109796671612655,986.0122865415885,2.738898502104793,424.68841880914476
6.97,0,1.1064537416137348,833.8903949561808,2.924344425226619,387.71477283928886
7.03,0,1.3092852439744542,758.3884954467342,3.090753868580543,338.8777202190045
0.01,3,1.5602288983879429,9.68713566908943,1.5677351717501928,494.401287266136
0.06999999999999999,3,-1.3204437947915144,11.889335491843637,1.669950311386986,630.731703036726
0.13,3,-0.8947778452690682,84.8716240461111,2.020301159287118,737.1497807851575
0.19,3,0.01057329388274961,162.25553715209654,2.8288961813087603,592.8864053181733
0.25,3,1.5413890927453024,513.8088273376159,-2.0204559545582037,1024.1162069217612
0.31,3,2.1508738359088793,1973.5811799759595,-1.51002831568113,2440.929035461006
0.37,3,2.434355639377607,5117.860704360997,-1.3268158210906307,4229.195869753227
0.43,3,2.605126387634006,10524.577218217051,-1.257388345588535,6082.846069423693
0.49,3,2.7132924661439444,18808.455397726066,-1.2513375750418962,7848.300625072196
0.55,3,2.7790940180942134,31042.26399402941,-1.2889848649649658,9531.722573837827
0.61,3,2.820665183000474,49520.15027749893,-1.3526386130949881,11305.016354397994
0.67,3,2.8630629289291267,78549.31386379102,-1.417955163684719,13368.107729091485
0.73,3,2.927093066895528,124740.86291037656,-1.4652436956680097,15747.627469892277
0.79,3,3.0177228079742675,198092.0465197685,-1.4914334897037638,18293.04613963362
0.85,3,3.130546505390073,317315.64668638416,-1.504556099417489,20879.655872505136
0.91,3,-3.014966109098395,525215.7224001109,-1.5092954765727058,23537.81045140883
0.97,3,-2.8258280151251802,934641.8723234545,-1.5012375599525172,26272.52571696254
1.03,3,-2.5100607383729203,1912119.3750785552,-1.4777446663754459,28806.494646424777
1.09,3,-1.6746024465531528,4702416.930304615,-1.4491793080349908,30777.153895914274
1.15,3,-0.2924432626713022,3911748.5204933793,-1.4314034381819458,32277.598519068488
1.21,3,0.18309367284221845,2408039.982308246,-1.425212726969455,33925.757172573554
1.27,3,0.435126518465526,1874505.9852623984,-1.410424368058682,36080.901386311896
1.33,3,0.6520943322089554,1636651.2338371086,-1.3713472010151153,38247.29062852432
1.39,3,0.8682784381867017,1493640.2726646012,-1.3151379237105152,39688.90821601619
1.45,3,1.080594827963025,1387296.5683737604,-1.2573290747272488,40263.43157475847
1.51,3,1.2887959861533635,1303148.0526631537,-1.2034388489627015,40265.15868696817
1.57,3,1.4973690852677928,1230867.0701234734,-1.1510767096685497,39813.18347643429
1.63,3,1.707416489114108,1161867.6403832422,-1.1000441456802892,38891.42623336104
1.69,3,1.9221391186364893,1093871.779275973,-1.0479670007608375,37582.88093369063
1.75,3,2.149902516929247,1018470.3723167734,-0.9876647058958499,35713.49722746147
1.81,3,2.3865845500769516,922885.6460390127,-0.9233685344313218,32864.66717909909
1.8699999999999999,3,2.615589413965489,805140.2650353439,-0.8758217949946739,29188.48054121066
1.93,3,2.823530003018494,688786.5097804364,-0.8576247080888513,25487.620484473766
1.99,3,3.0222237499843465,580944.9882422296,-0.8566655969753533,22127.338176818015
2.05,3,-3.0725857735634206,470785.4692801969,-0.8711304759870523,18706.557474177418
2.11,3,-2.9468221401986336,360369.29997036955,-0.9477326286709388,15192.455281416758
2.17,3,-2.9530785598713676,277934.5621179449,-1.14886699430201,12646.878431490999
2.23,3,-3.0414129961809078,245665.87803217073,-1.4181580467866495,12238.37114221646
2.29,3,-3.067369914472588,244601.19367792207,-1.606182227320111,13451.444217757202
2.35,3,-3.0161005391436415,248829.39266401905,-1.6972295470525494,15106.948572873865
2.41,3,-2.9196339723583504,252762.67122779496,-1.7269341423769164,16830.141529091314
2.4699999999999998,3,-2.7802850465994178,254143.76618833607,-1.7032626209810977,18376.354743770527
2.53,3,-2.6101035928250282,246363.63243126354,-1.643658544966957,19163.41542196479
2.59,3,-2.444600719301728,228208.2707456155,-1.5874559770095054,18942.774480239765
2.65,3,-2.3141610568392728,206528.63108792072,-1.5665230656903149,18205.165408870776
2.71,3,-2.2186517598260522,189475.86871127205,-1.5812331688075363,17680.573563496444
2.77,3,-2.1341743771928194,179940.19126327985,-1.6044676795331203,17760.944872691136
2.83,3,-2.026867672549701,176145.48953505873,-1.6039937467557603,18340.409914881813
2.89,3,-1.8864509317910059,172962.74920388724,-1.5698448723108664,18942.218554052775
2.9499999999999997,3,-1.7281861828229517,167548.76133530648,-1.5188127245811758,19255.23649010186
3.01,3,-1.5627683741542846,161140.24065827034,-1.462805775219145,19426.54114122804
3.07,3,-1.3812115314755324,154106.6883130595,-1.3926223305167895,19543.100541968062
3.13,3,-1.1815691099743728,144108.8533043425,-1.3045187660198114,19332.5370859634
3.19,3,-0.9852532616761603,130161.54907330652,-1.2133012157701941,18653.054756462734
3.25,3,-0.8160818618893008,114724.33706399737,-1.1323299518402032,17709.07037945153
3.31,3,-0.6900841281692903,101216.80659756488,-1.063554951823461,16736.987001388014
3.37,3,-0.5998329653355942,93303.79954162374,-1.002913376934409,15878.150170984989
3.4299999999999997,3,-0.4851616893849465,91829.28993028514,-0.9383655348318821,15156.524056158123
3.4899999999999998,3,-0.2959901234783897,91162.08802390737,-0.8597896896476149,14348.80299273927
3.55,3,-0.0634014191089143,85892.585427841,-0.7798590684335416,13250.447035259995
3.61,3,0.1608520394624669,77098.1490442683,-0.720671646339118,12048.297971224041
3.67,3,0.3636324894540804,67918.01028046824,-0.6805852294022786,11057.858103718168
3.73,3,0.5562023695665048,59456.67625472735,-0.6413740388255649,10282.469837052333
3.79,3,0.7356265006524428,51449.881203642304,-0.6011470917134261,9579.588250226248
3.85,3,0.8940136932503593,44333.247680355984,-0.5673272531028857,8945.341646708588
3.91,3,1.0344415667551505,38415.79434427659,-0.5383648444042315,8439.669923419753
3.9699999999999998,3,1.1621337665234734,33704.744982258264,-0.5032834589795772,8093.646347116743
4.03,3,1.288309003570299,30200.502167397564,-0.44480459300758524,7845.38143329364
4.09,3,1.4296913534240134,27438.86319066177,-0.36023085650152636,7511.2255940952155
4.15,3,1.5787335086582857,24841.037054436867,-0.2752558285688074,7015.419763537051
4.21,3,1.7186168370242454,22683.01249636873,-0.20997492061558148,6537.511797550691
4.27,3,1.8721534499732837,21288.078548083377,-0.14070988467083412,6215.755476700612
4.33,3,2.0711760917294004,19982.252103868654,-0.036405518465937196,5878.286070761356
4.39,3,2.3006657793226757,17991.26829906913,0.08703054456821505,5307.628941954469
4.45,3,2.5136854902177967,15476.562969784396,0.17843102653699378,4558.2149520455305
4.51,3,2.6781832230972302,13330.522143785367,0.19787959683645245,3925.4647752962555
4.57,3,2.825858623501113,12145.608381719676,0.18038089542141117,3631.1428805709756
4.63,3,3.0225972383327124,11427.551846125372,0.19971899208628358,3544.922299811653
4.6899999999999995,3,-3.0250636895515117,10493.686218184397,0.2558232866332441,3437.8715076126587
4.75,3,-2.7843169421855336,9431.282812442194,0.3155594950095439,3296.80348001281
4.81,3,-2.524859459288011,8520.753560674468,0.38594615998360465,3196.9553439222855
4.87,3,-2.2145475666836343,7662.280808470286,0.4899349673218966,3104.8545764923674
4.93,3,-1.850928607051813,6673.946149170527,0.6190909750011736,2946.832177807988
4.99,3,-1.4427937886091378,5560.561640741972,0.7465264632415861,2713.9787836346236
5.05,3,-0.9810447334698918,4435.547277080572,0.850943595135472,2447.955425475234
5.11,3,-0.41230605508556595,3382.8590084931407,0.9292562255227654,2206.0763775424866
5.17,3,0.35781636320644317,2381.7003035217294,1.0058096786456254,2013.9185828923646
5.2299999999999995,3,1.3083928533223073,1550.7110140452303,1.1064281418870365,1833.6730682449813
5.29,3,2.2130196310341326,1194.361905128379,1.222784523139558,1628.1568909582252
5.35,3,3.001136403973663,1091.816999147082,1.3284574235401292,1410.8422990617821
5.41,3,-2.6351707926365364,830.2481591006868,1.4079067549335447,1204.9004413783912
5.47,3,-2.425510052290961,490.04774082571123,1.4508631252913142,1011.1704589429603
5.53,3,-2.7336695710719074,367.74471157961176,1.4326448694432665,829.9097931701307
5.59,3,-2.981330092866318,410.9021962369131,1.3051654817945302,689.0079524362617
5.6499999999999995,3,-3.1190765472710584,507.1738635679686,1.0738096343813481,667.7868536848479
5.71,3,-3.0573592983351667,734.5117635096183,0.9582800899116379,806.4981514104022
5.77,3,-2.660269110658753,892.6834191776228,1.0640540765560942,998.9693500058988
5.83,3,-2.491212102896023,697.6805342283161,1.2999731811615132,1123.5863866338586
5.89,3,-2.646207710755292,875.6274503022009,1.5805390050999046,1119.0923405038368
5.95,3,-2.3662697657619614,1164.3814786375112,1.8474833924353613,986.48369895609
6.01,3,-2.0041709455089305,1227.41947483464,2.0447783340487993,782.0335859207654
6.07,3,-1.727605376244237,1140.3483270874535,2.115761690217203,592.5761516252518
6.13,3,-1.5467786276207514,1067.7423786242316,2.0692302972901104,478.42724728022597
6.1899999999999995,3,-1.3789850091172426,1044.8120042730418,1.9954136013467088,423.1792254526407
6.25,3,-1.2024956065271442,1018.1341316599842,1.9100748164218329,389.87589684295557
6.31,3,-1.036298760258268,955.0210268542146,1.8038373118070299,380.5825486294331
6.37,3,-0.9157790273361006,887.3457821032393,1.7377939987532818,396.0065560787778
6.43,3,-0.7951416870298214,814.2029688983384,1.7401769038111854,418.45911905093345
6.49,3,-0.7784812758351939,766.500288553241,1.7928086026230743,442.23795560562183
6.55,3,-0.7267022104701658,862.8481613150783,1.887734440772841,470.21281190802017
6.609999999999999,3,-0.5487581377877403,1002.1158105171149,2.0189569502392675,496.3525766219075
6.67,3,-0.3157913580702059,1125.342226098661,2.167191051108679,508.24497193436366
6.7299999999999995,3,-0.031937020140370385,1245.261189571069,2.3107815578195345,499.68778290595026
6.79,3,0.31036418538517124,1181.496519695971,2.4418295032132313,477.1776527925651
6.85,3,0.5552545539456974,1126.1207049487025,2.576422043059617,451.8434465600162
6.91,3,0.9109931873331876,986.0080668410185,2.738898502104793,424.68841880914476
6.97,3,1.1064688230408135,833.8871424596687,2.924344425226619,387.71477283928886
7.03,3,1.3093006043143025,758.3847686789896,3.090753868580543,338.8777202190045
0.01,4,1.5526021351458288,9.687065800991045,1.5677351717501928,494.401287266136
0.06999999999999999,4,-1.318313891659653,11.890136873391867,1.669950311386986,630.731703036726
0.13,4,-0.8943711036474965,84.87174872703136,2.020301159287118,737.1497807851575
0.19,4,0.010795445492840597,162.25544624132007,2.8288961813087603,592.8864053181733
0.25,4,1.5415447518387049,513.8082899867812,-2.0204559545582037,1024.1162069217612
0.31,4,2.150995316023486,1973.5787839425952,-1.51002831568113,2440.929035461006
0.37,4,2.4344563407419475,5117.853994632004,-1.3268158210906307,4229.195869753227
0.43,4,2.6052127363034736,10524.560281699989,-1.257388345588535,6082.846069423693
0.49,4,2.713369298426176,18808.42513645443,-1.2513375750418962,7848.300625072196
0.55,4,2.779163898309353,31042.212755466015,-1.2889848649649658,9531.722573837827
0.61,4,2.8207299844001748,49520.0645767842,-1.3526386130949881,11305.016354397994
0.67,4,2.863124153767527,78549.16801646652,-1.417955163684719,13368.107729091485
0.73,4,2.927152065320058,124740.60554440947,-1.4652436956680097,15747.627469892277
0.79,4,3.0177809762304717,198091.56519612158,-1.4914334897037638,18293.04613963362
0.85,4,3.1306055621823665,317314.6511118016,-1.504556099417489,20879.655872505136
0.91,4,-3.0149035813049987,525213.278812441,-1.5092954765727058,23537.81045140883
0.97,4,-2.8257570987451786,934633.6382927176,-1.5012375599525172,26272.52571696254
1.03,4,-2.5099704218635246,1912072.1794537301,-1.4777446663754459,28806.494646424777
1.09,4,-1.67451038197461,4701875.293516275,-1.4491793080349908,30777.153895914274
1.15,4,-0.2924768330563089,3911480.4484799244,-1.4314034381819458,32277.598519068488
1.21,4,0.18307855891836328,2407981.87958344,-1.425212726969455,33925.757172573554
1.27,4,0.4351234804328067,1874480.9972854136,-1.410424368058682,36080.901386311896
1.33,4,0.6520977055464524,1636635.5252276917,-1.3713472010151153,38247.29062852432
1.39,4,0.8682853434957726,1493628.2510822238,-1.3151379237105152,39688.90821601619
1.45,4,1.080603807755798,1387286.281976075,-1.2573290747272488,40263.43157475847
1.51,4,1.288806175499443,1303138.634610384,-1.2034388489627015,40265.15868696817
1.57,4,1.497379924747139,1230858.123253245,-1.1510767096685497,39813.18347643429
1.63,4,1.70742759734908,1161859.00641518,-1.1000441456802892,38891.42623336104
1.69,4,1.9221502198010474,1093863.403072201,-1.0479670007608375,37582.88093369063
1.75,4,2.149913398430159,1018462.313264406,-0.9876647058958499,35713.49722746147
1.81,4,2.3865949821086305,922877.9475963489,-0.9233685344313218,32864.66717909909
1.8699999999999999,4,2.61559930186126,805133.3637740869,-0.8758217949946739,29188.48054121066
1.93,4,2.8235391550999838,688780.4739580059,-0.8576247080888513,25487.620484473766
1.99,4,3.022232011131679,580939.8604655827,-0.8566655969753533,22127.338176818015
2.05,4,-3.0725784914345566,470781.3783623748,-0.8711304759870523,18706.557474177418
2.11,4,-2.9468158217963,360366.30100297264,-0.9477326286709388,15192.455281416758
2.17,4,-2.953073092002842,277932.40656535275,-1.14886699430201,12646.878431490999
2.23,4,-3.0414081996633313,245664.14725573017,-1.4181580467866495,12238.37114221646
2.29,4,-3.06736555720744,244599.6572371655,-1.606182227320111,13451.444217757202
2.35,4,-3.0160964145114515,248828.00582686867,-1.6972295470525494,15106.948572873865
2.41,4,-2.919629943420168,252761.41410994215,-1.7269341423769164,16830.141529091314
2.4699999999999998,4,-2.7802810378555076,254142.62475392147,-1.7032626209810977,18376.354743770527
2.53,4,-2.6100995461074974,246362.6318615998,-1.643658544966957,19163.41542196479
2.59,4,-2.444596655617105,228207.4095195665,-1.5874559770095054,18942.774480239765
2.65,4,-2.3141570068290114,206527.89696718968,-1.5665230656903149,18205.165408870776
2.71,4,-2.218647831940428,189475.22644068903,-1.5812331688075363,17680.573563496444
2.77,4,-2.134170455490931,179939.61850364093,-1.6044676795331203,17760.944872691136
2.83,4,-2.0268638125816962,176144.96109451313,-1.6039937467557603,18340.409914881813
2.89,4,-1.8864471356161823,172962.25993707954,-1.5698448723108664,18942.218554052775
2.9499999999999997,4,-1.728182457347542,167548.31352161316,-1.5188127245811758,19255.23649010186
3.01,4,-1.5627647379596985,161139.83454495278,-1.462805775219145,19426.54114122804
3.07,4,-1.381208004516941,154106.32624593633,-1.3926223305167895,19543.100541968062
3.13,4,-1.1815657386175025,144108.53803307776,-1.3045187660198114,19332.5370859634
3.19,4,-0.9852500146301044,130161.3036348334,-1.2133012157701941,18653.054756462734
3.25,4,-0.8160786419989153,114724.17311840439,-1.1323299518402032,17709.07037945153
3.31,4,-0.6900805997524259,101216.71939273526,-1.063554951823461,16736.987001388014
3.37,4,-0.5998286316041626,93303.73934139153,-1.002913376934409,15878.150170984989
3.4299999999999997,4,-0.4851566955324878,91829.17843305807,-0.9383655348318821,15156.524056158123
3.4899999999999998,4,-0.29598518831960435,91161.91289742965,-0.8597896896476149,14348.80299273927
3.55,4,-0.0633968413539342,85892.39210720042,-0.7798590684335416,13250.447035259995
3.61,4,0.16085628899013182,77097.96805547782,-0.720671646339118,12048.297971224041
3.67,4,0.36363654750186897,67917.85100026614,-0.6805852294022786,11057.858103718168
3.73,4,0.5562062624979909,59456.53699557645,-0.6413740388255649,10282.469837052333
3.79,4,0.7356302455241005,51449.76118717427,-0.6011470917134261,9579.588250226248
3.85,4,0.8940173063524063,44333.144702922844,-0.5673272531028857,8945.341646708588
3.91,4,1.0344450451142564,38415.70535934842,-0.5383648444042315,8439.669923419753
3.9699999999999998,4,1.162137105937584,33704.66815510911,-0.5032834589795772,8093.646347116743
4.03,4,1.2883122599454926,30200.43509867821,-0.44480459300758524,7845.38143329364
4.09,4,1.4296945726262074,27438.80213377961,-0.36023085650152636,7511.2255940952155
4.15,4,1.5787366515418617,24840.9800290666,-0.2752558285688074,7015.419763537051
4.21,4,1.7186198344318218,22682.95867521175,-0.20997492061558148,6537.511797550691
4.27,4,1.872156252137191,21288.0273122055,-0.14070988467083412,6215.755476700612
4.33,4,2.0711786947053765,19982.20469425152,-0.036405518465937196,5878.286070761356
4.39,4,2.300668235263543,17991.227206618478,0.08703054456821505,5307.628941954469
4.45,4,2.5136878864723124,15476.52892438975,0.17843102653699378,4558.2149520455305
4.51,4,2.678185590713747,13330.492984710261,0.19787959683645245,3925.4647752962555
4.57,4,2.825861027459594,12145.580864360976,0.18038089542141117,3631.1428805709756
4.63,4,3.022599638532476,11427.524265964425,0.19971899208628358,3544.922299811653
4.6899999999999995,4,-3.0250613138583713,10493.658540556742,0.2558232866332441,3437.8715076126587
4.75,4,-2.7843146131114835,9431.255001578189,0.3155594950095439,3296.80348001281
4.81,4,-2.52485719963532,8520.72489996561,0.38594615998360465,3196.9553439222855
4.87,4,-2.214545385972031,7662.2508035531755,0.4899349673218966,3104.8545764923674
4.93,4,-1.8509264811685597,6673.9148667620975,0.6190909750011736,2946.832177807988
4.99,4,-1.442791613334473,5560.529586209233,0.7465264632415861,2713.9787836346236
5.05,4,-0.9810422091446473,4435.514695054016,0.850943595135472,2447.955425475234
5.11,4,-0.412302367068087,3382.826499306655,0.9292562255227654,2206.0763775424866
5.17,4,0.3578233219089661,2381.67198751991,1.0058096786456254,2013.9185828923646
5.2299999999999995,4,1.3084063754713435,1550.694915745579,1.1064281418870365,1833.6730682449813
5.29,4,2.213036779150702,1194.357648608487,1.222784523139558,1628.1568909582252
5.35,4,3.0011504648063774,1091.819211812552,1.3284574235401292,1410.8422990617821
5.41,4,-2.635160622299503,830.2535906569196,1.4079067549335447,1204.9004413783912
5.47,4,-2.4254984535981032,490.0536239290043,1.4508631252913142,1011.1704589429603
5.53,4,-2.733650949522385,367.7479503671162,1.4326448694432665,829.9097931701307
5.59,4,-2.981313464004085,410.9032735868897,1.3051654817945302,689.0079524362617
5.6499999999999995,4,-3.1190624460582765,507.1743244076089,1.0738096343813481,667.7868536848479
5.71,4,-3.0573472122946086,734.5115467972514,0.9582800899116379,806.4981514104022
5.77,4,-2.66025939347659,892.6837809344188,1.0640540765560942,998.9693500058988
5.83,4,-2.491199821910754,697.682737736523,1.2999731811615132,1123.5863866338586
5.89,4,-2.646194256463831,875.6253709479523,1.5805390050999046,1119.0923405038368
