# Flat substrate index of 4.8 without absorption.
# Homogeneous conductivity across sample.
cond,freq,param,value
5000.0,2.22,s11.pha,5.392350934834192
5000.0,2.24,s11.pha,5.456325788335192
5000.0,2.26,s11.pha,5.5205234185139584
5000.0,2.28,s11.pha,5.5843612168091905
5000.0,2.3,s11.pha,5.64832920666311
5000.0,2.32,s11.pha,5.712033574856422
5000.0,2.34,s11.pha,5.775524689299517
5000.0,2.36,s11.pha,5.838766097278487
5000.0,2.38,s11.pha,5.9017016827086755
5000.0,2.4,s11.pha,5.964126018872856
5000.0,2.42,s11.pha,6.026467168946384
5000.0,2.44,s11.pha,6.088681062650109
5000.0,2.46,s11.pha,6.150794651480235
5000.0,2.48,s11.pha,6.212956725716337
5000.0,2.5,s11.pha,6.275484837935025
5000.0,2.52,s11.pha,6.338279536101986
5000.0,2.54,s11.pha,6.401420283825489
5000.0,2.56,s11.pha,6.464893600817513
5000.0,2.58,s11.pha,6.528685907952743
5000.0,2.6,s11.pha,6.592739789586098
5000.0,2.62,s11.pha,6.657010158191258
5000.0,2.64,s11.pha,6.7215066799131895
5000.0,2.66,s11.pha,6.786128404119548
5000.0,2.68,s11.pha,6.850768161710214
5000.0,2.7,s11.pha,6.915422308781393
5000.0,2.72,s11.pha,6.98017320178219
5000.0,2.74,s11.pha,7.044956853298774
5000.0,2.76,s11.pha,7.109708232460012
5000.0,2.78,s11.pha,7.173868235570555
5000.0,2.8,s11.pha,7.238297469620181
5000.0,2.82,s11.pha,7.302617710628573
5000.0,2.84,s11.pha,7.366823133307213
5000.0,2.86,s11.pha,7.431084633304159
5000.0,2.88,s11.pha,7.4945783826993
5000.0,2.9,s11.pha,7.5578993817543205
5000.0,2.92,s11.pha,7.621882589832126
5000.0,2.94,s11.pha,7.685131499564086
5000.0,2.96,s11.pha,7.748678210570246
5000.0,2.98,s11.pha,7.811824016944459
5000.0,3.0,s11.pha,7.875081293272435
20000.0,0.5,s11.pha,-0.042955226017535875
20000.0,0.52,s11.pha,0.017857924330543996
20000.0,0.54,s11.pha,0.07850857969134835
20000.0,0.56,s11.pha,0.13903658989819562
20000.0,0.58,s11.pha,0.19939215124227297
20000.0,0.6,s11.pha,0.2598509612804988
20000.0,0.62,s11.pha,0.320049875764164
20000.0,0.64,s11.pha,0.3803401306812678
20000.0,0.66,s11.pha,0.44045331577808067
20000.0,0.68,s11.pha,0.5133422520287384
20000.0,0.7,s11.pha,0.5599829405042315
20000.0,0.72,s11.pha,0.6197503552003611
20000.0,0.74,s11.pha,0.6796082624944632
20000.0,0.76,s11.pha,0.7391426069440628
20000.0,0.78,s11.pha,0.7986836594589746
20000.0,0.8,s11.pha,0.8581419748942317
20000.0,0.82,s11.pha,0.9177184723909336
20000.0,0.84,s11.pha,0.9774936323420776
20000.0,0.86,s11.pha,1.0373076284040996
20000.0,0.88,s11.pha,1.0980197579155393
20000.0,0.9,s11.pha,1.159771700361517
20000.0,0.92,s11.pha,1.2229832232005893
20000.0,0.94,s11.pha,1.2884776418100767
20000.0,0.96,s11.pha,1.356992038540415
20000.0,0.98,s11.pha,1.4290529528411289
20000.0,1.0,s11.pha,1.5042550777800183
20000.0,1.02,s11.pha,1.5816917794153786
20000.0,1.04,s11.pha,1.658366800841259
20000.0,1.06,s11.pha,1.7381864493283368
20000.0,1.08,s11.pha,1.8039378877955314
20000.0,1.1,s11.pha,1.87223069057055
20000.0,1.12,s11.pha,1.9368984355454222
20000.0,1.14,s11.pha,1.9990076080466888
20000.0,1.16,s11.pha,2.0593531988162597
20000.0,1.18,s11.pha,2.1188660578908958
20000.0,1.2,s11.pha,2.1776174352132642
20000.0,1.22,s11.pha,2.236209139542303
20000.0,1.24,s11.pha,2.294594472896893
20000.0,1.26,s11.pha,2.353138264989124
20000.0,1.28,s11.pha,2.411777810681985
20000.0,1.3,s11.pha,2.4704986189505562
20000.0,1.32,s11.pha,2.5295329789699688
20000.0,1.34,s11.pha,2.588683676376247
20000.0,1.36,s11.pha,2.648186569634026
20000.0,1.38,s11.pha,2.708032862500835
20000.0,1.4,s11.pha,2.7681297237771014
20000.0,1.42,s11.pha,2.828467636075404
20000.0,1.44,s11.pha,2.889047277023708
20000.0,1.46,s11.pha,2.9500211884005183
20000.0,1.48,s11.pha,3.0111386732543064
20000.0,1.5,s11.pha,3.0725708645873073
20000.0,1.52,s11.pha,3.1339828794015125
20000.0,1.54,s11.pha,3.195719299968779
20000.0,1.56,s11.pha,3.257448973772817
20000.0,1.58,s11.pha,3.3193721415131314
20000.0,1.6,s11.pha,3.3814379609293215
20000.0,1.62,s11.pha,3.4435916065986234
20000.0,1.64,s11.pha,3.5059163039545433
20000.0,1.66,s11.pha,3.568436856151543
20000.0,1.68,s11.pha,3.6311542441187425
20000.0,1.7,s11.pha,3.6942778801457257
20000.0,1.72,s11.pha,3.757662700272366
20000.0,1.74,s11.pha,3.8215216991067007
20000.0,1.76,s11.pha,3.8857377202548165
20000.0,1.78,s11.pha,3.950565076034029
20000.0,1.8,s11.pha,4.015885526332896
20000.0,1.82,s11.pha,4.081818759946533
20000.0,1.84,s11.pha,4.1483693968457676
20000.0,1.86,s11.pha,4.215461796277538
20000.0,1.88,s11.pha,4.282701721918533
20000.0,1.9,s11.pha,4.350703046357926
20000.0,1.92,s11.pha,4.418662242644891
20000.0,1.94,s11.pha,4.486596366700375
20000.0,1.96,s11.pha,4.554253782223295
20000.0,1.98,s11.pha,4.621311407188783
20000.0,2.0,s11.pha,4.68822250653884
20000.0,2.02,s11.pha,4.753937939931383
20000.0,2.04,s11.pha,4.819298817396152
20000.0,2.06,s11.pha,4.884175839580891
20000.0,2.08,s11.pha,4.948622263477333
20000.0,2.1,s11.pha,5.012642003873769
20000.0,2.12,s11.pha,5.076439201726206
20000.0,2.14,s11.pha,5.140000540154694
20000.0,2.16,s11.pha,5.203730835210392
20000.0,2.18,s11.pha,5.267427926080588
20000.0,2.2,s11.pha,5.331112843290615
20000.0,2.22,s11.pha,5.394894034220461
20000.0,2.24,s11.pha,5.458710443058769
20000.0,2.26,s11.pha,5.522653860593622
20000.0,2.28,s11.pha,5.586331596604058
20000.0,2.3,s11.pha,5.650118415227018
20000.0,2.32,s11.pha,5.713627213681963
20000.0,2.34,s11.pha,5.77697685490824
20000.0,2.36,s11.pha,5.840053829460726
20000.0,2.38,s11.pha,5.902879602316572
20000.0,2.4,s11.pha,5.965282531997882
20000.0,2.42,s11.pha,6.027576076905674
20000.0,2.44,s11.pha,6.089690897890185
20000.0,2.46,s11.pha,6.1519660463789405
20000.0,2.48,s11.pha,6.21415201119523
20000.0,2.5,s11.pha,6.27669891166271
20000.0,2.52,s11.pha,6.33951510478139
20000.0,2.54,s11.pha,6.402555314832067
20000.0,2.56,s11.pha,6.46591838647284
20000.0,2.58,s11.pha,6.529632589726422
20000.0,2.6,s11.pha,6.5935847909357
20000.0,2.62,s11.pha,6.657679682685108
20000.0,2.64,s11.pha,6.722034685557381
20000.0,2.66,s11.pha,6.786387101159903
20000.0,2.68,s11.pha,6.850984505158571
20000.0,2.7,s11.pha,6.915472634815994
20000.0,2.72,s11.pha,6.980053578780913
20000.0,2.74,s11.pha,7.044572898263305
20000.0,2.76,s11.pha,7.10923773582419
20000.0,2.78,s11.pha,7.173385810277194
20000.0,2.8,s11.pha,7.237593253376326
20000.0,2.82,s11.pha,7.301859337039056
20000.0,2.84,s11.pha,7.365926576262029
20000.0,2.86,s11.pha,7.42997757611422
20000.0,2.88,s11.pha,7.493535764562935
20000.0,2.9,s11.pha,7.556854116470989
20000.0,2.92,s11.pha,7.620721184450013
20000.0,2.94,s11.pha,7.684065996321388
20000.0,2.96,s11.pha,7.747443437481147
20000.0,2.98,s11.pha,7.810654593660082
20000.0,3.0,s11.pha,7.873829469177355
40000.0,0.5,s11.pha,-0.041135771228360186
40000.0,0.52,s11.pha,0.019736231950499276
40000.0,0.54,s11.pha,0.08058063869857199
40000.0,0.56,s11.pha,0.14147811872586583
40000.0,0.58,s11.pha,0.2021543887626558
40000.0,0.6,s11.pha,0.26283006841878187
40000.0,0.62,s11.pha,0.3235710257086193
40000.0,0.64,s11.pha,0.3841199286866834
40000.0,0.66,s11.pha,0.4448179390099793
40000.0,0.68,s11.pha,0.5175351021663123
40000.0,0.7,s11.pha,0.5655267141977909
40000.0,0.72,s11.pha,0.6260975713654893
40000.0,0.74,s11.pha,0.686725148247299
40000.0,0.76,s11.pha,0.7473272118102882
40000.0,0.78,s11.pha,0.8080632732145198
40000.0,0.8,s11.pha,0.8689891996330843
40000.0,0.82,s11.pha,0.930174979659369
40000.0,0.84,s11.pha,0.9917820664746116
40000.0,0.86,s11.pha,1.0535795161354595
40000.0,0.88,s11.pha,1.116167782181734
40000.0,0.9,s11.pha,1.1794513325816152
40000.0,0.92,s11.pha,1.2435769727104244
40000.0,0.94,s11.pha,1.3085446489811412
40000.0,0.96,s11.pha,1.3745208320414382
40000.0,0.98,s11.pha,1.4412254252707932
40000.0,1.0,s11.pha,1.5086106270904216
40000.0,1.02,s11.pha,1.5763249504931371
40000.0,1.04,s11.pha,1.6427514217516388
40000.0,1.06,s11.pha,1.7116690337942158
40000.0,1.08,s11.pha,1.7759718267221871
40000.0,1.1,s11.pha,1.8420917797418743
40000.0,1.12,s11.pha,1.906953334147807
40000.0,1.14,s11.pha,1.9709531441699495
40000.0,1.16,s11.pha,2.0341319233253286
40000.0,1.18,s11.pha,2.096827640690903
40000.0,1.2,s11.pha,2.1590319943531604
40000.0,1.22,s11.pha,2.2207203691682507
40000.0,1.24,s11.pha,2.2821784614911813
40000.0,1.26,s11.pha,2.343481627233271
40000.0,1.28,s11.pha,2.404684691262714
40000.0,1.3,s11.pha,2.4658428512821597
40000.0,1.32,s11.pha,2.527037625284269
40000.0,1.34,s11.pha,2.5883299110934512
40000.0,1.36,s11.pha,2.6496908784762008
40000.0,1.38,s11.pha,2.7112952185011685
40000.0,1.4,s11.pha,2.7729145186016892
40000.0,1.42,s11.pha,2.8347479370205475
40000.0,1.44,s11.pha,2.896782812421686
40000.0,1.46,s11.pha,2.9589423929103127
40000.0,1.48,s11.pha,3.0211776269562134
40000.0,1.5,s11.pha,3.0835442110909095
40000.0,1.52,s11.pha,3.1460149575414453
40000.0,1.54,s11.pha,3.2083993626021146
40000.0,1.56,s11.pha,3.270933179402671
40000.0,1.58,s11.pha,3.33357324979751
40000.0,1.6,s11.pha,3.396244573929229
40000.0,1.62,s11.pha,3.459062523275983
40000.0,1.64,s11.pha,3.521820422736113
40000.0,1.66,s11.pha,3.584918104788019
40000.0,1.68,s11.pha,3.648150866804552
40000.0,1.7,s11.pha,3.711735322885926
40000.0,1.72,s11.pha,3.7754363971899787
40000.0,1.74,s11.pha,3.839498799636454
40000.0,1.76,s11.pha,3.903858209784893
40000.0,1.78,s11.pha,3.968684547987259
40000.0,1.8,s11.pha,4.033984212100389
40000.0,1.82,s11.pha,4.099680922797128
40000.0,1.84,s11.pha,4.165669097199633
40000.0,1.86,s11.pha,4.231986470701823
40000.0,1.88,s11.pha,4.298245110299735
40000.0,1.9,s11.pha,4.3652428174001106
40000.0,1.92,s11.pha,4.43198551223052
40000.0,1.94,s11.pha,4.498805222019664
40000.0,1.96,s11.pha,4.565015242654216
40000.0,1.98,s11.pha,4.631049983956805
40000.0,2.0,s11.pha,4.696746613207253
40000.0,2.02,s11.pha,4.761664492720662
40000.0,2.04,s11.pha,4.826218742468614
40000.0,2.06,s11.pha,4.890371786746529
40000.0,2.08,s11.pha,4.95422879998695
40000.0,2.1,s11.pha,5.017832040168223
40000.0,2.12,s11.pha,5.081272017278181
40000.0,2.14,s11.pha,5.144721960940455
40000.0,2.16,s11.pha,5.208090335874757
40000.0,2.18,s11.pha,5.271613455488815
40000.0,2.2,s11.pha,5.335210597439354
40000.0,2.22,s11.pha,5.398760473038471
40000.0,2.24,s11.pha,5.462369264047769
40000.0,2.26,s11.pha,5.526008904594072
40000.0,2.28,s11.pha,5.5894800351090135
40000.0,2.3,s11.pha,5.652954301519017
40000.0,2.32,s11.pha,5.716332102220775
40000.0,2.34,s11.pha,5.779479462122216
40000.0,2.36,s11.pha,5.842358444427664
40000.0,2.38,s11.pha,5.905087717499542
40000.0,2.4,s11.pha,5.967336155364832
40000.0,2.42,s11.pha,6.029511211040943
40000.0,2.44,s11.pha,6.091786597375885
40000.0,2.46,s11.pha,6.153896887317687
40000.0,2.48,s11.pha,6.216203399948328
40000.0,2.5,s11.pha,6.278591986336268
40000.0,2.52,s11.pha,6.34139421841476
40000.0,2.54,s11.pha,6.404429579734627
40000.0,2.56,s11.pha,6.467821672529919
40000.0,2.58,s11.pha,6.5312970170702105
40000.0,2.6,s11.pha,6.595157261703408
40000.0,2.62,s11.pha,6.659126531153194
40000.0,2.64,s11.pha,6.723235111297565
40000.0,2.66,s11.pha,6.78741609953111
40000.0,2.68,s11.pha,6.851838608387829
40000.0,2.7,s11.pha,6.916035105661493
40000.0,2.72,s11.pha,6.980431565887158
40000.0,2.74,s11.pha,7.044859752182427
40000.0,2.76,s11.pha,7.10923001832171
40000.0,2.78,s11.pha,7.173072592734128
40000.0,2.8,s11.pha,7.237232243077178
40000.0,2.82,s11.pha,7.301357206889017
40000.0,2.84,s11.pha,7.365283553408096
40000.0,2.86,s11.pha,7.429283972798466
40000.0,2.88,s11.pha,7.492763857758174
40000.0,2.9,s11.pha,7.5560584647135
40000.0,2.92,s11.pha,7.6197876699002425
40000.0,2.94,s11.pha,7.682961399107416
40000.0,2.96,s11.pha,7.746390007121173
40000.0,2.98,s11.pha,7.809506233235959
40000.0,3.0,s11.pha,7.872570888831997
60000.0,0.5,s11.pha,-0.03954982785655362
60000.0,0.52,s11.pha,0.021592060328123948
60000.0,0.54,s11.pha,0.08256843842486984
60000.0,0.56,s11.pha,0.14357640118958162
60000.0,0.58,s11.pha,0.20454711670342918
60000.0,0.6,s11.pha,0.2655208019272243
60000.0,0.62,s11.pha,0.32655465638819076
60000.0,0.64,s11.pha,0.3874962388892247
60000.0,0.66,s11.pha,0.44859694388693877
60000.0,0.68,s11.pha,0.5213374648508399
60000.0,0.7,s11.pha,0.5702220507687149
60000.0,0.72,s11.pha,0.6313401331080457
60000.0,0.74,s11.pha,0.692518852453153
60000.0,0.76,s11.pha,0.7538018305520452
60000.0,0.78,s11.pha,0.8152855394166202
60000.0,0.8,s11.pha,0.876847215021066
60000.0,0.82,s11.pha,0.9387005893033729
60000.0,0.84,s11.pha,1.0008542864753427
60000.0,0.86,s11.pha,1.0630633922336314
60000.0,0.88,s11.pha,1.1258233430727105
60000.0,0.9,s11.pha,1.1889537176064917
60000.0,0.92,s11.pha,1.252337282617993
60000.0,0.94,s11.pha,1.3161921106121575
60000.0,0.96,s11.pha,1.380422430029459
60000.0,0.98,s11.pha,1.4449012213318138
60000.0,1.0,s11.pha,1.5094893223306887
60000.0,1.02,s11.pha,1.5744114389660482
60000.0,1.04,s11.pha,1.6377514874554255
60000.0,1.06,s11.pha,1.700474755075131
60000.0,1.08,s11.pha,1.7667255324033042
60000.0,1.1,s11.pha,1.831425477020209
60000.0,1.12,s11.pha,1.8954804513041943
60000.0,1.14,s11.pha,1.9591441680707122
60000.0,1.16,s11.pha,2.0225552148812858
60000.0,1.18,s11.pha,2.0857350126660474
60000.0,1.2,s11.pha,2.1486629749180084
60000.0,1.22,s11.pha,2.2114465479092082
60000.0,1.24,s11.pha,2.2742311140607376
60000.0,1.26,s11.pha,2.3367386487701065
60000.0,1.28,s11.pha,2.399288942897136
60000.0,1.3,s11.pha,2.461807128624313
60000.0,1.32,s11.pha,2.5242924441747108
60000.0,1.34,s11.pha,2.5869059555148692
60000.0,1.36,s11.pha,2.649579931572187
60000.0,1.38,s11.pha,2.7122934675052797
60000.0,1.4,s11.pha,2.775275683832596
60000.0,1.42,s11.pha,2.838168397717177
60000.0,1.44,s11.pha,2.9012589471031474
60000.0,1.46,s11.pha,2.964317097456036
60000.0,1.48,s11.pha,3.0274405233227735
60000.0,1.5,s11.pha,3.090620611399501
60000.0,1.52,s11.pha,3.153700905363205
60000.0,1.54,s11.pha,3.216926656422141
60000.0,1.56,s11.pha,3.2801324066592445
60000.0,1.58,s11.pha,3.343291661530653
60000.0,1.6,s11.pha,3.406480770715716
60000.0,1.62,s11.pha,3.4698321879462934
60000.0,1.64,s11.pha,3.5331599174765795
60000.0,1.66,s11.pha,3.5966394882659825
60000.0,1.68,s11.pha,3.6603725040761814
60000.0,1.7,s11.pha,3.724245727961375
60000.0,1.72,s11.pha,3.7882748893770404
60000.0,1.74,s11.pha,3.8526059012925664
60000.0,1.76,s11.pha,3.917297002994259
60000.0,1.78,s11.pha,3.98224964902676
60000.0,1.8,s11.pha,4.047380393271565
60000.0,1.82,s11.pha,4.112931030683818
60000.0,1.84,s11.pha,4.178680788745428
60000.0,1.86,s11.pha,4.2446067227655275
60000.0,1.88,s11.pha,4.310235868525558
60000.0,1.9,s11.pha,4.37665478315097
60000.0,1.92,s11.pha,4.442523577492525
60000.0,1.94,s11.pha,4.5085405596252
60000.0,1.96,s11.pha,4.573971669274974
60000.0,1.98,s11.pha,4.639071306810214
60000.0,2.0,s11.pha,4.704029302515174
60000.0,2.02,s11.pha,4.7683666422779725
60000.0,2.04,s11.pha,4.832351882571832
60000.0,2.06,s11.pha,4.896058117773649
60000.0,2.08,s11.pha,4.95960173401514
60000.0,2.1,s11.pha,5.022896454561902
60000.0,2.12,s11.pha,5.085988806610252
60000.0,2.14,s11.pha,5.149210252133678
60000.0,2.16,s11.pha,5.212409246625391
60000.0,2.18,s11.pha,5.275705241876658
60000.0,2.2,s11.pha,5.33904573701538
60000.0,2.22,s11.pha,5.4024891505927854
60000.0,2.24,s11.pha,5.465980986801464
60000.0,2.26,s11.pha,5.529427564719354
60000.0,2.28,s11.pha,5.592612669434815
60000.0,2.3,s11.pha,5.6559914883817495
60000.0,2.32,s11.pha,5.719089972941994
60000.0,2.34,s11.pha,5.782031164121719
60000.0,2.36,s11.pha,5.8448220238485
60000.0,2.38,s11.pha,5.90739291937136
60000.0,2.4,s11.pha,5.9695959184235345
60000.0,2.42,s11.pha,6.031846908133847
60000.0,2.44,s11.pha,6.093901546498345
60000.0,2.46,s11.pha,6.156081316909116
60000.0,2.48,s11.pha,6.218306270278898
60000.0,2.5,s11.pha,6.280890804525186
60000.0,2.52,s11.pha,6.343501141616717
60000.0,2.54,s11.pha,6.406504223154546
60000.0,2.56,s11.pha,6.469732099097846
60000.0,2.58,s11.pha,6.533186103924942
60000.0,2.6,s11.pha,6.596906123803736
60000.0,2.62,s11.pha,6.660749929714461
60000.0,2.64,s11.pha,6.724748997232805
60000.0,2.66,s11.pha,6.788772648344021
60000.0,2.68,s11.pha,6.852927647905162
60000.0,2.7,s11.pha,6.916979284769575
60000.0,2.72,s11.pha,6.981253814481754
60000.0,2.74,s11.pha,7.045442089194854
60000.0,2.76,s11.pha,7.109677026715268
60000.0,2.78,s11.pha,7.173370984310239
60000.0,2.8,s11.pha,7.237479203054351
60000.0,2.82,s11.pha,7.301322927437409
60000.0,2.84,s11.pha,7.36518739229931
60000.0,2.86,s11.pha,7.4289362769729
60000.0,2.88,s11.pha,7.492340942883789
60000.0,2.9,s11.pha,7.555641311386052
60000.0,2.92,s11.pha,7.619181985602127
60000.0,2.94,s11.pha,7.682415671112574
60000.0,2.96,s11.pha,7.745623396598493
60000.0,2.98,s11.pha,7.808779509222422
60000.0,3.0,s11.pha,7.871856219790376
80000.0,0.5,s11.pha,-0.03802276771466321
80000.0,0.52,s11.pha,0.02328884445178476
80000.0,0.54,s11.pha,0.084433252035044
80000.0,0.56,s11.pha,0.14561496775698754
80000.0,0.58,s11.pha,0.2069282951860614
80000.0,0.6,s11.pha,0.2681077118827826
80000.0,0.62,s11.pha,0.32930362660074297
80000.0,0.64,s11.pha,0.3905991812589157
80000.0,0.66,s11.pha,0.45196091954021983
80000.0,0.68,s11.pha,0.5245651428282289
80000.0,0.7,s11.pha,0.5742054251848987
80000.0,0.72,s11.pha,0.6356349412295135
80000.0,0.74,s11.pha,0.6972512946060313
80000.0,0.76,s11.pha,0.7587054755881549
80000.0,0.78,s11.pha,0.8205139464104036
80000.0,0.8,s11.pha,0.8823825812344298
80000.0,0.82,s11.pha,0.9443390219966097
80000.0,0.84,s11.pha,1.0066099739737357
80000.0,0.86,s11.pha,1.0688445633047763
80000.0,0.88,s11.pha,1.1314864730022658
80000.0,0.9,s11.pha,1.1941812854861886
80000.0,0.92,s11.pha,1.2571215641713769
80000.0,0.94,s11.pha,1.320113528875304
80000.0,0.96,s11.pha,1.3834831695494008
80000.0,0.98,s11.pha,1.4468217510363064
80000.0,1.0,s11.pha,1.5103653268923163
80000.0,1.02,s11.pha,1.5739920919332784
80000.0,1.04,s11.pha,1.6361948142849327
80000.0,1.06,s11.pha,1.6951340376470971
80000.0,1.08,s11.pha,1.7634507880893207
80000.0,1.1,s11.pha,1.8272910526203414
80000.0,1.12,s11.pha,1.8907157008176774
80000.0,1.14,s11.pha,1.9541669996903432
80000.0,1.16,s11.pha,2.0174630429072287
80000.0,1.18,s11.pha,2.080550885163224
80000.0,1.2,s11.pha,2.1437996745559356
80000.0,1.22,s11.pha,2.2068395935450513
80000.0,1.24,s11.pha,2.2700222580264953
80000.0,1.26,s11.pha,2.333181145659431
80000.0,1.28,s11.pha,2.396273509182243
80000.0,1.3,s11.pha,2.4594414426288824
80000.0,1.32,s11.pha,2.5227358802823057
80000.0,1.34,s11.pha,2.586206444777334
80000.0,1.36,s11.pha,2.6496552900035195
80000.0,1.38,s11.pha,2.713226655983821
80000.0,1.4,s11.pha,2.7768187607521817
80000.0,1.42,s11.pha,2.8405299817692793
80000.0,1.44,s11.pha,2.904241682507873
80000.0,1.46,s11.pha,2.968021629504498
80000.0,1.48,s11.pha,3.0319019604936885
80000.0,1.5,s11.pha,3.0955769571759095
80000.0,1.52,s11.pha,3.1593279612892897
80000.0,1.54,s11.pha,3.222883625097612
80000.0,1.56,s11.pha,3.2866179565923463
80000.0,1.58,s11.pha,3.350254380662761
80000.0,1.6,s11.pha,3.41388533069225
80000.0,1.62,s11.pha,3.4776623407722496
80000.0,1.64,s11.pha,3.5413702908225977
80000.0,1.66,s11.pha,3.6052998289474503
80000.0,1.68,s11.pha,3.6693320872401762
80000.0,1.7,s11.pha,3.7334988979113013
80000.0,1.72,s11.pha,3.7980077332458566
80000.0,1.74,s11.pha,3.8625398692672337
80000.0,1.76,s11.pha,3.9273647186336795
80000.0,1.78,s11.pha,3.992391424468359
80000.0,1.8,s11.pha,4.057545704333165
80000.0,1.82,s11.pha,4.1229974888412935
80000.0,1.84,s11.pha,4.18857099526544
80000.0,1.86,s11.pha,4.254158181333372
80000.0,1.88,s11.pha,4.319532721259836
80000.0,1.9,s11.pha,4.385431224562989
80000.0,1.92,s11.pha,4.450877876286943
80000.0,1.94,s11.pha,4.516184142688984
80000.0,1.96,s11.pha,4.581165016197568
80000.0,1.98,s11.pha,4.645750368027641
80000.0,2.0,s11.pha,4.710134342295287
80000.0,2.02,s11.pha,4.773921317202914
80000.0,2.04,s11.pha,4.837635019693405
80000.0,2.06,s11.pha,4.9009532480918265
80000.0,2.08,s11.pha,4.964064188617643
80000.0,2.1,s11.pha,5.027214554693817
80000.0,2.12,s11.pha,5.090165497048989
80000.0,2.14,s11.pha,5.153185476090751
80000.0,2.16,s11.pha,5.216264037482625
80000.0,2.18,s11.pha,5.279446793969646
80000.0,2.2,s11.pha,5.342682197955675
80000.0,2.22,s11.pha,5.405823051256299
80000.0,2.24,s11.pha,5.4691476610773
80000.0,2.26,s11.pha,5.532524399153656
80000.0,2.28,s11.pha,5.59565117044862
80000.0,2.3,s11.pha,5.658795802043423
80000.0,2.32,s11.pha,5.721748573950918
80000.0,2.34,s11.pha,5.784547767135252
80000.0,2.36,s11.pha,5.84720124456417
80000.0,2.38,s11.pha,5.909689857587112
80000.0,2.4,s11.pha,5.971801717864494
80000.0,2.42,s11.pha,6.03391889866133
80000.0,2.44,s11.pha,6.096137947396494
80000.0,2.46,s11.pha,6.158194393312963
80000.0,2.48,s11.pha,6.220573024776891
80000.0,2.5,s11.pha,6.282915801728626
80000.0,2.52,s11.pha,6.345696498255635
80000.0,2.54,s11.pha,6.4086248999995385
80000.0,2.56,s11.pha,6.4718029192993125
80000.0,2.58,s11.pha,6.535198539173305
80000.0,2.6,s11.pha,6.59874110035726
80000.0,2.62,s11.pha,6.662421827895684
80000.0,2.64,s11.pha,6.726273497014044
80000.0,2.66,s11.pha,6.7901666926968
80000.0,2.68,s11.pha,6.854208901197478
80000.0,2.7,s11.pha,6.918115579912596
80000.0,2.72,s11.pha,6.98219383696037
80000.0,2.74,s11.pha,7.0462260064242725
80000.0,2.76,s11.pha,7.110387802602532
80000.0,2.78,s11.pha,7.173921927122339
80000.0,2.8,s11.pha,7.237926401092211
80000.0,2.82,s11.pha,7.301684786079634
80000.0,2.84,s11.pha,7.36534373493961
80000.0,2.86,s11.pha,7.429000742683821
80000.0,2.88,s11.pha,7.492235391145451
80000.0,2.9,s11.pha,7.555433217036009
80000.0,2.92,s11.pha,7.619034002836473
80000.0,2.94,s11.pha,7.682050694705569
80000.0,2.96,s11.pha,7.745291154409216
80000.0,2.98,s11.pha,7.808331522118531
80000.0,3.0,s11.pha,7.871412300883262
100000.0,0.5,s11.pha,-0.03654969370470301
100000.0,0.52,s11.pha,0.024969545920974556
100000.0,0.54,s11.pha,0.08632616328746326
100000.0,0.56,s11.pha,0.14760080208032586
100000.0,0.58,s11.pha,0.20899308709466263
100000.0,0.6,s11.pha,0.2703236776232743
100000.0,0.62,s11.pha,0.3317833589034895
100000.0,0.64,s11.pha,0.393258274989904
100000.0,0.66,s11.pha,0.45474500682500074
100000.0,0.68,s11.pha,0.527207011610561
100000.0,0.7,s11.pha,0.5774396161445141
100000.0,0.72,s11.pha,0.6390283315780554
100000.0,0.74,s11.pha,0.700820438877785
100000.0,0.76,s11.pha,0.7626086563911267
100000.0,0.78,s11.pha,0.8243837146995016
100000.0,0.8,s11.pha,0.8863804048154204
100000.0,0.82,s11.pha,0.9483313689301399
100000.0,0.84,s11.pha,1.010464532152353
100000.0,0.86,s11.pha,1.072627619446494
100000.0,0.88,s11.pha,1.135076169301067
100000.0,0.9,s11.pha,1.1975704908632934
100000.0,0.92,s11.pha,1.2601829411795438
100000.0,0.94,s11.pha,1.3227730181367796
100000.0,0.96,s11.pha,1.3855766422224156
100000.0,0.98,s11.pha,1.4484922755652794
100000.0,1.0,s11.pha,1.5113970611778365
100000.0,1.02,s11.pha,1.574535403678101
100000.0,1.04,s11.pha,1.636409573957107
100000.0,1.06,s11.pha,1.693278535654446
100000.0,1.08,s11.pha,1.7625254605139562
100000.0,1.1,s11.pha,1.8259382575605834
100000.0,1.12,s11.pha,1.889076179292226
100000.0,1.14,s11.pha,1.9522182449652563
100000.0,1.16,s11.pha,2.015303713378325
100000.0,1.18,s11.pha,2.078531199558668
100000.0,1.2,s11.pha,2.1417162666999454
100000.0,1.22,s11.pha,2.204993100761504
100000.0,1.24,s11.pha,2.268229311350862
100000.0,1.26,s11.pha,2.331752996556484
100000.0,1.28,s11.pha,2.395140799235409
100000.0,1.3,s11.pha,2.458732438955548
100000.0,1.32,s11.pha,2.522518365674518
100000.0,1.34,s11.pha,2.5862881487455125
100000.0,1.36,s11.pha,2.6503078525318884
100000.0,1.38,s11.pha,2.714299204248101
100000.0,1.4,s11.pha,2.778543280823545
100000.0,1.42,s11.pha,2.8426807670391816
100000.0,1.44,s11.pha,2.9069152231458335
100000.0,1.46,s11.pha,2.9710705138348548
100000.0,1.48,s11.pha,3.0353065871499503
100000.0,1.5,s11.pha,3.0993736194215575
100000.0,1.52,s11.pha,3.163542294473034
