# Flat substrate index of 4.8 without absorption.
# Homogeneous conductivity across sample.
cond,freq,param,value
2000.0,1.74,s21.real,0.2196
2000.0,1.76,s21.real,0.2265
2000.0,1.78,s21.real,0.2318
2000.0,1.8,s21.real,0.2354
2000.0,1.82,s21.real,0.2376
2000.0,1.84,s21.real,0.2385
2000.0,1.86,s21.real,0.2385
2000.0,1.88,s21.real,0.2379
2000.0,1.9,s21.real,0.2372
2000.0,1.92,s21.real,0.2367
2000.0,1.94,s21.real,0.2367
2000.0,1.96,s21.real,0.2372
2000.0,1.98,s21.real,0.2382
2000.0,2.0,s21.real,0.2394
2000.0,2.02,s21.real,0.2407
2000.0,2.04,s21.real,0.2416
2000.0,2.06,s21.real,0.2419
2000.0,2.08,s21.real,0.2414
2000.0,2.1,s21.real,0.2398
2000.0,2.12,s21.real,0.2371
2000.0,2.14,s21.real,0.2333
2000.0,2.16,s21.real,0.2285
2000.0,2.18,s21.real,0.2228
2000.0,2.2,s21.real,0.2162
2000.0,2.22,s21.real,0.2088
2000.0,2.24,s21.real,0.2008
2000.0,2.26,s21.real,0.1921
2000.0,2.28,s21.real,0.1828
2000.0,2.3,s21.real,0.1728
2000.0,2.32,s21.real,0.1622
2000.0,2.34,s21.real,0.1509
2000.0,2.36,s21.real,0.1388
2000.0,2.38,s21.real,0.1258
2000.0,2.4,s21.real,0.1121
2000.0,2.42,s21.real,0.0976
2000.0,2.44,s21.real,0.0824
2000.0,2.46,s21.real,0.0668
2000.0,2.48,s21.real,0.051
2000.0,2.5,s21.real,0.0351
2000.0,2.52,s21.real,0.0194
2000.0,2.54,s21.real,0.004
2000.0,2.56,s21.real,-0.011
2000.0,2.58,s21.real,-0.0256
2000.0,2.6,s21.real,-0.0399
2000.0,2.62,s21.real,-0.0537
2000.0,2.64,s21.real,-0.0672
2000.0,2.66,s21.real,-0.0804
2000.0,2.68,s21.real,-0.0933
2000.0,2.7,s21.real,-0.106
2000.0,2.72,s21.real,-0.1184
2000.0,2.74,s21.real,-0.1307
2000.0,2.76,s21.real,-0.1427
2000.0,2.78,s21.real,-0.1544
2000.0,2.8,s21.real,-0.166
2000.0,2.82,s21.real,-0.1772
2000.0,2.84,s21.real,-0.1881
2000.0,2.86,s21.real,-0.1987
2000.0,2.88,s21.real,-0.2087
2000.0,2.9,s21.real,-0.2181
2000.0,2.92,s21.real,-0.2271
2000.0,2.94,s21.real,-0.2354
2000.0,2.96,s21.real,-0.2429
2000.0,2.98,s21.real,-0.2496
2000.0,3.0,s21.real,-0.2554
5000.0,0.5,s21.real,-0.0184
5000.0,0.52,s21.real,-0.0409
5000.0,0.54,s21.real,-0.0632
5000.0,0.56,s21.real,-0.0853
5000.0,0.58,s21.real,-0.107
5000.0,0.6,s21.real,-0.1283
5000.0,0.62,s21.real,-0.1491
5000.0,0.64,s21.real,-0.1692
5000.0,0.66,s21.real,-0.1887
5000.0,0.68,s21.real,-0.211
5000.0,0.7,s21.real,-0.2243
5000.0,0.72,s21.real,-0.2409
5000.0,0.74,s21.real,-0.2562
5000.0,0.76,s21.real,-0.2702
5000.0,0.78,s21.real,-0.2828
5000.0,0.8,s21.real,-0.2938
5000.0,0.82,s21.real,-0.3029
5000.0,0.84,s21.real,-0.31
5000.0,0.86,s21.real,-0.3146
5000.0,0.88,s21.real,-0.3165
5000.0,0.9,s21.real,-0.3147
5000.0,0.92,s21.real,-0.3085
5000.0,0.94,s21.real,-0.2963
5000.0,0.96,s21.real,-0.2766
5000.0,0.98,s21.real,-0.2486
5000.0,1.0,s21.real,-0.2165
5000.0,1.02,s21.real,-0.195
5000.0,1.04,s21.real,-0.2021
5000.0,1.06,s21.real,-0.2331
5000.0,1.08,s21.real,-0.264
5000.0,1.1,s21.real,-0.2856
5000.0,1.12,s21.real,-0.2962
5000.0,1.14,s21.real,-0.2986
5000.0,1.16,s21.real,-0.2951
5000.0,1.18,s21.real,-0.2873
5000.0,1.2,s21.real,-0.2765
5000.0,1.22,s21.real,-0.2631
5000.0,1.24,s21.real,-0.2478
5000.0,1.26,s21.real,-0.2308
5000.0,1.28,s21.real,-0.2125
5000.0,1.3,s21.real,-0.1929
5000.0,1.32,s21.real,-0.1724
5000.0,1.34,s21.real,-0.151
5000.0,1.36,s21.real,-0.1291
5000.0,1.38,s21.real,-0.1067
5000.0,1.4,s21.real,-0.0841
5000.0,1.42,s21.real,-0.0614
5000.0,1.44,s21.real,-0.0388
5000.0,1.46,s21.real,-0.0165
5000.0,1.48,s21.real,0.0055
5000.0,1.5,s21.real,0.027
5000.0,1.52,s21.real,0.048
5000.0,1.54,s21.real,0.0683
5000.0,1.56,s21.real,0.088
5000.0,1.58,s21.real,0.1068
5000.0,1.6,s21.real,0.1247
5000.0,1.62,s21.real,0.1417
5000.0,1.64,s21.real,0.1576
5000.0,1.66,s21.real,0.1722
5000.0,1.68,s21.real,0.1856
5000.0,1.7,s21.real,0.1975
5000.0,1.72,s21.real,0.2079
5000.0,1.74,s21.real,0.2167
5000.0,1.76,s21.real,0.2238
5000.0,1.78,s21.real,0.2293
5000.0,1.8,s21.real,0.2332
5000.0,1.82,s21.real,0.2358
5000.0,1.84,s21.real,0.2371
5000.0,1.86,s21.real,0.2376
5000.0,1.88,s21.real,0.2374
5000.0,1.9,s21.real,0.2372
5000.0,1.92,s21.real,0.237
5000.0,1.94,s21.real,0.2373
5000.0,1.96,s21.real,0.238
5000.0,1.98,s21.real,0.2391
5000.0,2.0,s21.real,0.2404
5000.0,2.02,s21.real,0.2417
5000.0,2.04,s21.real,0.2426
5000.0,2.06,s21.real,0.2428
5000.0,2.08,s21.real,0.2422
5000.0,2.1,s21.real,0.2405
5000.0,2.12,s21.real,0.2378
5000.0,2.14,s21.real,0.234
5000.0,2.16,s21.real,0.2291
5000.0,2.18,s21.real,0.2233
5000.0,2.2,s21.real,0.2167
5000.0,2.22,s21.real,0.2093
5000.0,2.24,s21.real,0.2013
5000.0,2.26,s21.real,0.1926
5000.0,2.28,s21.real,0.1832
5000.0,2.3,s21.real,0.1732
5000.0,2.32,s21.real,0.1625
5000.0,2.34,s21.real,0.1512
5000.0,2.36,s21.real,0.139
5000.0,2.38,s21.real,0.1261
5000.0,2.4,s21.real,0.1123
5000.0,2.42,s21.real,0.0978
5000.0,2.44,s21.real,0.0826
5000.0,2.46,s21.real,0.067
5000.0,2.48,s21.real,0.0511
5000.0,2.5,s21.real,0.0353
5000.0,2.52,s21.real,0.0196
5000.0,2.54,s21.real,0.0042
5000.0,2.56,s21.real,-0.0109
5000.0,2.58,s21.real,-0.0255
5000.0,2.6,s21.real,-0.0398
5000.0,2.62,s21.real,-0.0537
5000.0,2.64,s21.real,-0.0672
5000.0,2.66,s21.real,-0.0804
5000.0,2.68,s21.real,-0.0934
5000.0,2.7,s21.real,-0.1061
5000.0,2.72,s21.real,-0.1185
5000.0,2.74,s21.real,-0.1308
5000.0,2.76,s21.real,-0.1428
5000.0,2.78,s21.real,-0.1545
5000.0,2.8,s21.real,-0.1661
5000.0,2.82,s21.real,-0.1773
5000.0,2.84,s21.real,-0.1882
5000.0,2.86,s21.real,-0.1987
5000.0,2.88,s21.real,-0.2087
5000.0,2.9,s21.real,-0.2181
5000.0,2.92,s21.real,-0.2271
5000.0,2.94,s21.real,-0.2353
5000.0,2.96,s21.real,-0.2428
5000.0,2.98,s21.real,-0.2494
5000.0,3.0,s21.real,-0.2552
20000.0,0.5,s21.real,-0.0177
20000.0,0.52,s21.real,-0.0398
20000.0,0.54,s21.real,-0.0616
20000.0,0.56,s21.real,-0.0832
20000.0,0.58,s21.real,-0.1044
20000.0,0.6,s21.real,-0.1251
20000.0,0.62,s21.real,-0.1453
20000.0,0.64,s21.real,-0.1649
20000.0,0.66,s21.real,-0.1837
20000.0,0.68,s21.real,-0.2054
20000.0,0.7,s21.real,-0.218
20000.0,0.72,s21.real,-0.2338
20000.0,0.74,s21.real,-0.2484
20000.0,0.76,s21.real,-0.2616
20000.0,0.78,s21.real,-0.2732
20000.0,0.8,s21.real,-0.2832
20000.0,0.82,s21.real,-0.2913
20000.0,0.84,s21.real,-0.2973
20000.0,0.86,s21.real,-0.301
20000.0,0.88,s21.real,-0.3023
20000.0,0.9,s21.real,-0.3008
20000.0,0.92,s21.real,-0.2965
20000.0,0.94,s21.real,-0.2896
20000.0,0.96,s21.real,-0.2807
20000.0,0.98,s21.real,-0.2711
20000.0,1.0,s21.real,-0.2628
20000.0,1.02,s21.real,-0.2576
20000.0,1.04,s21.real,-0.2564
20000.0,1.06,s21.real,-0.2592
20000.0,1.08,s21.real,-0.2629
20000.0,1.1,s21.real,-0.2668
20000.0,1.12,s21.real,-0.2688
20000.0,1.14,s21.real,-0.2683
20000.0,1.16,s21.real,-0.265
20000.0,1.18,s21.real,-0.259
20000.0,1.2,s21.real,-0.2504
20000.0,1.22,s21.real,-0.2397
20000.0,1.24,s21.real,-0.227
20000.0,1.26,s21.real,-0.2126
20000.0,1.28,s21.real,-0.1967
20000.0,1.3,s21.real,-0.1795
20000.0,1.32,s21.real,-0.1613
20000.0,1.34,s21.real,-0.1422
20000.0,1.36,s21.real,-0.1225
20000.0,1.38,s21.real,-0.1023
20000.0,1.4,s21.real,-0.0818
20000.0,1.42,s21.real,-0.0611
20000.0,1.44,s21.real,-0.0405
20000.0,1.46,s21.real,-0.02
20000.0,1.48,s21.real,0.0003
20000.0,1.5,s21.real,0.0203
20000.0,1.52,s21.real,0.0398
20000.0,1.54,s21.real,0.0589
20000.0,1.56,s21.real,0.0774
20000.0,1.58,s21.real,0.0952
20000.0,1.6,s21.real,0.1123
20000.0,1.62,s21.real,0.1286
20000.0,1.64,s21.real,0.1439
20000.0,1.66,s21.real,0.1583
20000.0,1.68,s21.real,0.1714
20000.0,1.7,s21.real,0.1834
20000.0,1.72,s21.real,0.194
20000.0,1.74,s21.real,0.2033
20000.0,1.76,s21.real,0.2112
20000.0,1.78,s21.real,0.2178
20000.0,1.8,s21.real,0.223
20000.0,1.82,s21.real,0.2271
20000.0,1.84,s21.real,0.2301
20000.0,1.86,s21.real,0.2324
20000.0,1.88,s21.real,0.2342
20000.0,1.9,s21.real,0.2357
20000.0,1.92,s21.real,0.2372
20000.0,1.94,s21.real,0.2387
20000.0,1.96,s21.real,0.2404
20000.0,1.98,s21.real,0.2421
20000.0,2.0,s21.real,0.2438
20000.0,2.02,s21.real,0.2452
20000.0,2.04,s21.real,0.2461
20000.0,2.06,s21.real,0.2462
20000.0,2.08,s21.real,0.2454
20000.0,2.1,s21.real,0.2436
20000.0,2.12,s21.real,0.2407
20000.0,2.14,s21.real,0.2367
20000.0,2.16,s21.real,0.2318
20000.0,2.18,s21.real,0.2259
20000.0,2.2,s21.real,0.2192
20000.0,2.22,s21.real,0.2117
20000.0,2.24,s21.real,0.2035
20000.0,2.26,s21.real,0.1947
20000.0,2.28,s21.real,0.1852
20000.0,2.3,s21.real,0.175
20000.0,2.32,s21.real,0.1642
20000.0,2.34,s21.real,0.1527
20000.0,2.36,s21.real,0.1403
20000.0,2.38,s21.real,0.1272
20000.0,2.4,s21.real,0.1133
20000.0,2.42,s21.real,0.0987
20000.0,2.44,s21.real,0.0835
20000.0,2.46,s21.real,0.0679
20000.0,2.48,s21.real,0.052
20000.0,2.5,s21.real,0.0362
20000.0,2.52,s21.real,0.0205
20000.0,2.54,s21.real,0.005
20000.0,2.56,s21.real,-0.0101
20000.0,2.58,s21.real,-0.0249
20000.0,2.6,s21.real,-0.0392
20000.0,2.62,s21.real,-0.0533
20000.0,2.64,s21.real,-0.0669
20000.0,2.66,s21.real,-0.0803
20000.0,2.68,s21.real,-0.0934
20000.0,2.7,s21.real,-0.1062
20000.0,2.72,s21.real,-0.1187
20000.0,2.74,s21.real,-0.1311
20000.0,2.76,s21.real,-0.1431
20000.0,2.78,s21.real,-0.1549
20000.0,2.8,s21.real,-0.1664
20000.0,2.82,s21.real,-0.1776
20000.0,2.84,s21.real,-0.1884
20000.0,2.86,s21.real,-0.1989
20000.0,2.88,s21.real,-0.2088
20000.0,2.9,s21.real,-0.2181
20000.0,2.92,s21.real,-0.2269
20000.0,2.94,s21.real,-0.2349
20000.0,2.96,s21.real,-0.2423
20000.0,2.98,s21.real,-0.2488
20000.0,3.0,s21.real,-0.2544
40000.0,0.5,s21.real,-0.0172
40000.0,0.52,s21.real,-0.0386
40000.0,0.54,s21.real,-0.0598
40000.0,0.56,s21.real,-0.0807
40000.0,0.58,s21.real,-0.1013
40000.0,0.6,s21.real,-0.1214
40000.0,0.62,s21.real,-0.1409
40000.0,0.64,s21.real,-0.1597
40000.0,0.66,s21.real,-0.1778
40000.0,0.68,s21.real,-0.1987
40000.0,0.7,s21.real,-0.2106
40000.0,0.72,s21.real,-0.2257
40000.0,0.74,s21.real,-0.2395
40000.0,0.76,s21.real,-0.2519
40000.0,0.78,s21.real,-0.2628
40000.0,0.8,s21.real,-0.2723
40000.0,0.82,s21.real,-0.28
40000.0,0.84,s21.real,-0.2861
40000.0,0.86,s21.real,-0.2903
40000.0,0.88,s21.real,-0.2928
40000.0,0.9,s21.real,-0.2936
40000.0,0.92,s21.real,-0.2929
40000.0,0.94,s21.real,-0.291
40000.0,0.96,s21.real,-0.2881
40000.0,0.98,s21.real,-0.2847
40000.0,1.0,s21.real,-0.2812
40000.0,1.02,s21.real,-0.2777
40000.0,1.04,s21.real,-0.274
40000.0,1.06,s21.real,-0.2702
40000.0,1.08,s21.real,-0.2678
40000.0,1.1,s21.real,-0.2642
40000.0,1.12,s21.real,-0.2599
40000.0,1.14,s21.real,-0.2545
40000.0,1.16,s21.real,-0.2478
40000.0,1.18,s21.real,-0.2399
40000.0,1.2,s21.real,-0.2305
40000.0,1.22,s21.real,-0.2198
40000.0,1.24,s21.real,-0.2077
40000.0,1.26,s21.real,-0.1944
40000.0,1.28,s21.real,-0.1799
40000.0,1.3,s21.real,-0.1644
40000.0,1.32,s21.real,-0.1481
40000.0,1.34,s21.real,-0.1311
40000.0,1.36,s21.real,-0.1135
40000.0,1.38,s21.real,-0.0954
40000.0,1.4,s21.real,-0.0771
40000.0,1.42,s21.real,-0.0587
40000.0,1.44,s21.real,-0.0402
40000.0,1.46,s21.real,-0.0217
40000.0,1.48,s21.real,-0.0034
40000.0,1.5,s21.real,0.0147
40000.0,1.52,s21.real,0.0326
40000.0,1.54,s21.real,0.0501
40000.0,1.56,s21.real,0.0672
40000.0,1.58,s21.real,0.0839
40000.0,1.6,s21.real,0.0999
40000.0,1.62,s21.real,0.1153
40000.0,1.64,s21.real,0.1299
40000.0,1.66,s21.real,0.1437
40000.0,1.68,s21.real,0.1565
40000.0,1.7,s21.real,0.1683
40000.0,1.72,s21.real,0.1791
40000.0,1.74,s21.real,0.1887
40000.0,1.76,s21.real,0.1972
40000.0,1.78,s21.real,0.2047
40000.0,1.8,s21.real,0.2111
40000.0,1.82,s21.real,0.2166
40000.0,1.84,s21.real,0.2212
40000.0,1.86,s21.real,0.2253
40000.0,1.88,s21.real,0.2289
40000.0,1.9,s21.real,0.2321
40000.0,1.92,s21.real,0.2352
40000.0,1.94,s21.real,0.2382
40000.0,1.96,s21.real,0.241
40000.0,1.98,s21.real,0.2435
40000.0,2.0,s21.real,0.2458
40000.0,2.02,s21.real,0.2475
40000.0,2.04,s21.real,0.2485
40000.0,2.06,s21.real,0.2487
40000.0,2.08,s21.real,0.2479
40000.0,2.1,s21.real,0.246
40000.0,2.12,s21.real,0.2431
40000.0,2.14,s21.real,0.2391
40000.0,2.16,s21.real,0.2341
40000.0,2.18,s21.real,0.2282
40000.0,2.2,s21.real,0.2215
40000.0,2.22,s21.real,0.214
40000.0,2.24,s21.real,0.2058
40000.0,2.26,s21.real,0.1969
40000.0,2.28,s21.real,0.1873
40000.0,2.3,s21.real,0.1771
40000.0,2.32,s21.real,0.1661
40000.0,2.34,s21.real,0.1544
40000.0,2.36,s21.real,0.142
40000.0,2.38,s21.real,0.1287
40000.0,2.4,s21.real,0.1148
40000.0,2.42,s21.real,0.1001
40000.0,2.44,s21.real,0.0849
40000.0,2.46,s21.real,0.0693
40000.0,2.48,s21.real,0.0535
40000.0,2.5,s21.real,0.0376
40000.0,2.52,s21.real,0.0219
40000.0,2.54,s21.real,0.0064
40000.0,2.56,s21.real,-0.0087
40000.0,2.58,s21.real,-0.0236
40000.0,2.6,s21.real,-0.0381
40000.0,2.62,s21.real,-0.0523
40000.0,2.64,s21.real,-0.0661
40000.0,2.66,s21.real,-0.0797
40000.0,2.68,s21.real,-0.0929
40000.0,2.7,s21.real,-0.1058
40000.0,2.72,s21.real,-0.1185
40000.0,2.74,s21.real,-0.1309
40000.0,2.76,s21.real,-0.1431
40000.0,2.78,s21.real,-0.1549
40000.0,2.8,s21.real,-0.1664
40000.0,2.82,s21.real,-0.1776
40000.0,2.84,s21.real,-0.1884
40000.0,2.86,s21.real,-0.1987
40000.0,2.88,s21.real,-0.2085
40000.0,2.9,s21.real,-0.2177
40000.0,2.92,s21.real,-0.2263
40000.0,2.94,s21.real,-0.2343
40000.0,2.96,s21.real,-0.2414
40000.0,2.98,s21.real,-0.2478
40000.0,3.0,s21.real,-0.2533
60000.0,0.5,s21.real,-0.0166
60000.0,0.52,s21.real,-0.0375
60000.0,0.54,s21.real,-0.0581
60000.0,0.56,s21.real,-0.0785
60000.0,0.58,s21.real,-0.0985
60000.0,0.6,s21.real,-0.118
60000.0,0.62,s21.real,-0.1369
60000.0,0.64,s21.real,-0.1551
60000.0,0.66,s21.real,-0.1726
60000.0,0.68,s21.real,-0.193
60000.0,0.7,s21.real,-0.2043
60000.0,0.72,s21.real,-0.2188
60000.0,0.74,s21.real,-0.2322
60000.0,0.76,s21.real,-0.2442
60000.0,0.78,s21.real,-0.255
60000.0,0.8,s21.real,-0.2643
60000.0,0.82,s21.real,-0.2723
60000.0,0.84,s21.real,-0.2788
60000.0,0.86,s21.real,-0.2837
60000.0,0.88,s21.real,-0.2874
60000.0,0.9,s21.real,-0.2897
60000.0,0.92,s21.real,-0.2908
60000.0,0.94,s21.real,-0.2908
60000.0,0.96,s21.real,-0.2898
60000.0,0.98,s21.real,-0.2879
60000.0,1.0,s21.real,-0.2853
60000.0,1.02,s21.real,-0.2821
60000.0,1.04,s21.real,-0.2775
60000.0,1.06,s21.real,-0.2712
60000.0,1.08,s21.real,-0.2682
60000.0,1.1,s21.real,-0.2623
60000.0,1.12,s21.real,-0.2556
60000.0,1.14,s21.real,-0.248
60000.0,1.16,s21.real,-0.2395
60000.0,1.18,s21.real,-0.23
60000.0,1.2,s21.real,-0.2196
60000.0,1.22,s21.real,-0.2081
60000.0,1.24,s21.real,-0.1958
60000.0,1.26,s21.real,-0.1825
60000.0,1.28,s21.real,-0.1685
60000.0,1.3,s21.real,-0.1537
60000.0,1.32,s21.real,-0.1383
60000.0,1.34,s21.real,-0.1225
60000.0,1.36,s21.real,-0.1062
60000.0,1.38,s21.real,-0.0896
60000.0,1.4,s21.real,-0.0728
60000.0,1.42,s21.real,-0.056
60000.0,1.44,s21.real,-0.0391
60000.0,1.46,s21.real,-0.0222
60000.0,1.48,s21.real,-0.0053
60000.0,1.5,s21.real,0.0114
60000.0,1.52,s21.real,0.0279
60000.0,1.54,s21.real,0.0441
60000.0,1.56,s21.real,0.0601
60000.0,1.58,s21.real,0.0757
60000.0,1.6,s21.real,0.0908
60000.0,1.62,s21.real,0.1054
60000.0,1.64,s21.real,0.1193
60000.0,1.66,s21.real,0.1326
60000.0,1.68,s21.real,0.145
60000.0,1.7,s21.real,0.1566
60000.0,1.72,s21.real,0.1673
60000.0,1.74,s21.real,0.1771
60000.0,1.76,s21.real,0.186
60000.0,1.78,s21.real,0.194
60000.0,1.8,s21.real,0.2011
60000.0,1.82,s21.real,0.2076
60000.0,1.84,s21.real,0.2134
60000.0,1.86,s21.real,0.2186
60000.0,1.88,s21.real,0.2235
60000.0,1.9,s21.real,0.228
60000.0,1.92,s21.real,0.2322
60000.0,1.94,s21.real,0.2362
60000.0,1.96,s21.real,0.2398
60000.0,1.98,s21.real,0.2431
60000.0,2.0,s21.real,0.2458
60000.0,2.02,s21.real,0.2479
60000.0,2.04,s21.real,0.2492
60000.0,2.06,s21.real,0.2495
60000.0,2.08,s21.real,0.2488
60000.0,2.1,s21.real,0.247
60000.0,2.12,s21.real,0.2441
60000.0,2.14,s21.real,0.2402
60000.0,2.16,s21.real,0.2353
60000.0,2.18,s21.real,0.2295
60000.0,2.2,s21.real,0.2228
60000.0,2.22,s21.real,0.2154
60000.0,2.24,s21.real,0.2072
60000.0,2.26,s21.real,0.1984
60000.0,2.28,s21.real,0.1888
60000.0,2.3,s21.real,0.1786
60000.0,2.32,s21.real,0.1676
60000.0,2.34,s21.real,0.1558
60000.0,2.36,s21.real,0.1433
60000.0,2.38,s21.real,0.13
60000.0,2.4,s21.real,0.116
60000.0,2.42,s21.real,0.1014
60000.0,2.44,s21.real,0.0862
60000.0,2.46,s21.real,0.0706
60000.0,2.48,s21.real,0.0549
60000.0,2.5,s21.real,0.0391
60000.0,2.52,s21.real,0.0234
60000.0,2.54,s21.real,0.008
60000.0,2.56,s21.real,-0.0072
60000.0,2.58,s21.real,-0.0221
60000.0,2.6,s21.real,-0.0367
60000.0,2.62,s21.real,-0.051
60000.0,2.64,s21.real,-0.0649
60000.0,2.66,s21.real,-0.0786
60000.0,2.68,s21.real,-0.092
60000.0,2.7,s21.real,-0.105
60000.0,2.72,s21.real,-0.1178
60000.0,2.74,s21.real,-0.1303
60000.0,2.76,s21.real,-0.1425
60000.0,2.78,s21.real,-0.1544
60000.0,2.8,s21.real,-0.166
60000.0,2.82,s21.real,-0.1771
60000.0,2.84,s21.real,-0.1879
60000.0,2.86,s21.real,-0.1982
60000.0,2.88,s21.real,-0.2079
60000.0,2.9,s21.real,-0.217
60000.0,2.92,s21.real,-0.2256
60000.0,2.94,s21.real,-0.2334
60000.0,2.96,s21.real,-0.2404
60000.0,2.98,s21.real,-0.2466
60000.0,3.0,s21.real,-0.252
80000.0,0.5,s21.real,-0.016
80000.0,0.52,s21.real,-0.0364
80000.0,0.54,s21.real,-0.0565
80000.0,0.56,s21.real,-0.0764
80000.0,0.58,s21.real,-0.0959
80000.0,0.6,s21.real,-0.1149
80000.0,0.62,s21.real,-0.1333
80000.0,0.64,s21.real,-0.151
80000.0,0.66,s21.real,-0.1681
80000.0,0.68,s21.real,-0.1879
80000.0,0.7,s21.real,-0.1989
80000.0,0.72,s21.real,-0.2131
80000.0,0.74,s21.real,-0.2262
80000.0,0.76,s21.real,-0.238
80000.0,0.78,s21.real,-0.2487
80000.0,0.8,s21.real,-0.2581
80000.0,0.82,s21.real,-0.2663
80000.0,0.84,s21.real,-0.2732
80000.0,0.86,s21.real,-0.2787
80000.0,0.88,s21.real,-0.283
80000.0,0.9,s21.real,-0.2861
80000.0,0.92,s21.real,-0.288
80000.0,0.94,s21.real,-0.2888
80000.0,0.96,s21.real,-0.2885
80000.0,0.98,s21.real,-0.2871
80000.0,1.0,s21.real,-0.2848
80000.0,1.02,s21.real,-0.2816
80000.0,1.04,s21.real,-0.2767
80000.0,1.06,s21.real,-0.2692
80000.0,1.08,s21.real,-0.2662
80000.0,1.1,s21.real,-0.2594
80000.0,1.12,s21.real,-0.2517
80000.0,1.14,s21.real,-0.2432
80000.0,1.16,s21.real,-0.2338
80000.0,1.18,s21.real,-0.2235
80000.0,1.2,s21.real,-0.2124
80000.0,1.22,s21.real,-0.2005
80000.0,1.24,s21.real,-0.1879
80000.0,1.26,s21.real,-0.1746
80000.0,1.28,s21.real,-0.1607
80000.0,1.3,s21.real,-0.1463
80000.0,1.32,s21.real,-0.1314
80000.0,1.34,s21.real,-0.1163
80000.0,1.36,s21.real,-0.1008
80000.0,1.38,s21.real,-0.0852
80000.0,1.4,s21.real,-0.0695
80000.0,1.42,s21.real,-0.0538
80000.0,1.44,s21.real,-0.038
80000.0,1.46,s21.real,-0.0223
80000.0,1.48,s21.real,-0.0066
80000.0,1.5,s21.real,0.009
80000.0,1.52,s21.real,0.0245
80000.0,1.54,s21.real,0.0398
80000.0,1.56,s21.real,0.0548
80000.0,1.58,s21.real,0.0696
80000.0,1.6,s21.real,0.0839
80000.0,1.62,s21.real,0.0978
80000.0,1.64,s21.real,0.1112
80000.0,1.66,s21.real,0.1239
80000.0,1.68,s21.real,0.136
80000.0,1.7,s21.real,0.1473
80000.0,1.72,s21.real,0.1579
80000.0,1.74,s21.real,0.1678
80000.0,1.76,s21.real,0.1768
80000.0,1.78,s21.real,0.1852
80000.0,1.8,s21.real,0.1929
80000.0,1.82,s21.real,0.2
80000.0,1.84,s21.real,0.2065
80000.0,1.86,s21.real,0.2127
80000.0,1.88,s21.real,0.2184
80000.0,1.9,s21.real,0.2238
80000.0,1.92,s21.real,0.2288
80000.0,1.94,s21.real,0.2335
80000.0,1.96,s21.real,0.2378
80000.0,1.98,s21.real,0.2416
80000.0,2.0,s21.real,0.2448
80000.0,2.02,s21.real,0.2472
80000.0,2.04,s21.real,0.2487
80000.0,2.06,s21.real,0.2492
80000.0,2.08,s21.real,0.2486
80000.0,2.1,s21.real,0.2469
80000.0,2.12,s21.real,0.2442
80000.0,2.14,s21.real,0.2404
80000.0,2.16,s21.real,0.2356
80000.0,2.18,s21.real,0.2299
80000.0,2.2,s21.real,0.2234
80000.0,2.22,s21.real,0.216
80000.0,2.24,s21.real,0.208
80000.0,2.26,s21.real,0.1992
80000.0,2.28,s21.real,0.1897
80000.0,2.3,s21.real,0.1795
80000.0,2.32,s21.real,0.1685
80000.0,2.34,s21.real,0.1568
80000.0,2.36,s21.real,0.1443
80000.0,2.38,s21.real,0.131
80000.0,2.4,s21.real,0.117
80000.0,2.42,s21.real,0.1024
80000.0,2.44,s21.real,0.0873
80000.0,2.46,s21.real,0.0719
80000.0,2.48,s21.real,0.0562
80000.0,2.5,s21.real,0.0405
80000.0,2.52,s21.real,0.0249
80000.0,2.54,s21.real,0.0095
80000.0,2.56,s21.real,-0.0057
80000.0,2.58,s21.real,-0.0206
80000.0,2.6,s21.real,-0.0352
80000.0,2.62,s21.real,-0.0495
80000.0,2.64,s21.real,-0.0636
80000.0,2.66,s21.real,-0.0773
80000.0,2.68,s21.real,-0.0908
80000.0,2.7,s21.real,-0.1039
80000.0,2.72,s21.real,-0.1168
80000.0,2.74,s21.real,-0.1294
80000.0,2.76,s21.real,-0.1417
80000.0,2.78,s21.real,-0.1535
80000.0,2.8,s21.real,-0.1651
80000.0,2.82,s21.real,-0.1763
80000.0,2.84,s21.real,-0.1871
80000.0,2.86,s21.real,-0.1973
80000.0,2.88,s21.real,-0.207
80000.0,2.9,s21.real,-0.2161
80000.0,2.92,s21.real,-0.2245
80000.0,2.94,s21.real,-0.2322
80000.0,2.96,s21.real,-0.2392
80000.0,2.98,s21.real,-0.2453
80000.0,3.0,s21.real,-0.2505
100000.0,0.5,s21.real,-0.0153
100000.0,0.52,s21.real,-0.0353
100000.0,0.54,s21.real,-0.055
100000.0,0.56,s21.real,-0.0744
100000.0,0.58,s21.real,-0.0935
100000.0,0.6,s21.real,-0.112
100000.0,0.62,s21.real,-0.13
100000.0,0.64,s21.real,-0.1473
100000.0,0.66,s21.real,-0.164
100000.0,0.68,s21.real,-0.1835
100000.0,0.7,s21.real,-0.1942
100000.0,0.72,s21.real,-0.2081
100000.0,0.74,s21.real,-0.221
100000.0,0.76,s21.real,-0.2328
100000.0,0.78,s21.real,-0.2434
100000.0,0.8,s21.real,-0.2529
100000.0,0.82,s21.real,-0.2612
100000.0,0.84,s21.real,-0.2683
100000.0,0.86,s21.real,-0.2741
100000.0,0.88,s21.real,-0.2788
100000.0,0.9,s21.real,-0.2823
100000.0,0.92,s21.real,-0.2845
